hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H6040526,Y24H6040526P04,Y24H6040526P04JTE381,Weekday,FROM_HOME,Y24H6040526P04S01,505,Melton (S),TO_EDUCATION,Y24H6040526P04S01,510.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,1.2571,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.2571,5.0,942.362455204,MELB - Outer,Greater Melbourne
Y24H6040536,Y24H6040536P03,Y24H6040536P03JTE382,Weekday,FROM_HOME,Y24H6040536P03S01,622,Melton (S),TO_EDUCATION,Y24H6040536P03S01,625.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,0.68914,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.68914,3.0,651.296623969,MELB - Outer,Greater Melbourne
Y24H6040538,Y24H6040538P03,Y24H6040538P03JTE383,Weekday,FROM_HOME,Y24H6040538P03S01,516,Melton (S),TO_EDUCATION,Y24H6040538P03S01,518.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,0.59763,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.59763,2.0,807.588791357,MELB - Outer,Greater Melbourne
Y24H6040539,Y24H6040539P03,Y24H6040539P03JTE384,Weekday,FROM_HOME,Y24H6040539P03S01,510,Melton (S),TO_EDUCATION,Y24H6040539P03S01,513.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,0.68405,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.68405,3.0,994.336223323,MELB - Outer,Greater Melbourne
Y24H6046111,Y24H6046111P03,Y24H6046111P03JTE385,Weekday,FROM_HOME,Y24H6046111P03S01,459,Campaspe (S),TO_EDUCATION,Y24H6046111P03S01,486.0,Campaspe (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,459.0,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,39.87834,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,Vehicle Passenger,27,39.87834,27.0,216.69500928,Other,Shepparton SA4
Y24H6046123,Y24H6046123P02,Y24H6046123P02JTE386,Weekday,FROM_HOME,Y24H6046123P02S01,490,Greater Shepparton (C),TO_EDUCATION,Y24H6046123P02S01,520.0,Campaspe (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,29.56284,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,29.56284,30.0,124.519219013,Other,Shepparton SA4
Y24H6046126,Y24H6046126P03,Y24H6046126P03JTE387,Weekday,FROM_HOME,Y24H6046126P03S01,485,Greater Shepparton (C),TO_EDUCATION,Y24H6046126P03S01,510.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,27.85262,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,27.85262,25.0,434.649366448,Other,Shepparton SA4
Y24H6046208,Y24H6046208P03,Y24H6046208P03JTE388,Weekday,FROM_HOME,Y24H6046208P03S01,455,Greater Shepparton (C),TO_EDUCATION,Y24H6046208P03S02,525.0,Moira (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,455.0,495.0,,,,,,,,,,,,,,490.0,525.0,,,,,,,,,,,,,,47.28871,26.20905,,,,,,,,,,,,,,35.0,30.0,,,,,,,,,,,,,,School Bus,65,73.49776,70.0,303.426310411,Other,Shepparton SA4
Y24H6046208,Y24H6046208P04,Y24H6046208P04JTE389,Weekday,FROM_HOME,Y24H6046208P04S01,455,Greater Shepparton (C),TO_EDUCATION,Y24H6046208P04S02,525.0,Moira (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,455.0,495.0,,,,,,,,,,,,,,490.0,525.0,,,,,,,,,,,,,,47.28871,26.20905,,,,,,,,,,,,,,35.0,30.0,,,,,,,,,,,,,,School Bus,65,73.49776,70.0,542.774122214,Other,Shepparton SA4
Y24H6046212,Y24H6046212P03,Y24H6046212P03JTE390,Weekday,FROM_HOME,Y24H6046212P03S01,522,Greater Shepparton (C),TO_EDUCATION,Y24H6046212P03S01,527.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,1.95962,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.95962,5.0,155.915406986,Other,Shepparton SA4
Y24H6050303,Y24H6050303P04,Y24H6050303P04JTE391,Weekday,FROM_HOME,Y24H6050303P04S01,531,Glen Eira (C),TO_EDUCATION,Y24H6050303P04S01,543.0,Glen Eira (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,0.7672,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Walking,12,0.7672,12.0,541.092743086,MELB - Middle,Greater Melbourne
Y24H6050305,Y24H6050305P05,Y24H6050305P05JTE392,Weekday,FROM_HOME,Y24H6050305P05S01,570,Glen Eira (C),TO_EDUCATION,Y24H6050305P05S05,639.0,Melbourne (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,570.0,571.0,589.0,615.0,635.0,,,,,,,,,,,571.0,589.0,590.0,635.0,639.0,,,,,,,,,,,0.1137,6.31435,0.04893,15.6642,0.32253,,,,,,,,,,,1.0,18.0,1.0,20.0,4.0,,,,,,,,,,,Train,44,22.46371,69.0,242.229278019,MELB - Middle,Greater Melbourne
Y24H6050305,Y24H6050305P06,Y24H6050305P06JTE393,Weekday,FROM_HOME,Y24H6050305P06S01,480,Glen Eira (C),TO_EDUCATION,Y24H6050305P06S05,523.0,Glen Eira (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,480.0,486.0,495.0,505.0,515.0,,,,,,,,,,,484.0,495.0,500.0,515.0,523.0,,,,,,,,,,,0.28101,2.23211,0.08408,6.02796,0.88887,,,,,,,,,,,4.0,9.0,5.0,10.0,8.0,,,,,,,,,,,Train,36,9.514030000000002,43.0,459.186987523,MELB - Middle,Greater Melbourne
Y24H6050308,Y24H6050308P03,Y24H6050308P03JTE394,Weekday,FROM_HOME,Y24H6050308P03S01,413,Glen Eira (C),TO_EDUCATION,Y24H6050308P03S05,513.0,Moreland (C),Vehicle Passenger,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,413.0,428.0,468.0,488.0,508.0,,,,,,,,,,,420.0,468.0,478.0,508.0,513.0,,,,,,,,,,,2.62702,15.9857,0.72919,5.40757,0.12065,,,,,,,,,,,7.0,40.0,10.0,20.0,5.0,,,,,,,,,,,Train,82,24.87013,100.0,1355.416618419,MELB - Middle,Greater Melbourne
Y24H6050308,Y24H6050308P04,Y24H6050308P04JTE395,Weekday,FROM_HOME,Y24H6050308P04S01,510,Glen Eira (C),TO_EDUCATION,Y24H6050308P04S01,530.0,Glen Eira (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.17584,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.17584,20.0,1003.439989853,MELB - Middle,Greater Melbourne
Y24H6050309,Y24H6050309P03,Y24H6050309P03JTE396,Weekday,FROM_HOME,Y24H6050309P03S01,510,Glen Eira (C),TO_EDUCATION,Y24H6050309P03S01,515.0,Glen Eira (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.74443,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.74443,5.0,968.316983764,MELB - Middle,Greater Melbourne
Y24H6050309,Y24H6050309P04,Y24H6050309P04JTE397,Weekday,FROM_HOME,Y24H6050309P04S01,510,Glen Eira (C),TO_EDUCATION,Y24H6050309P04S01,515.0,Glen Eira (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.74443,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Walking,5,0.74443,5.0,988.197015631,MELB - Middle,Greater Melbourne
Y24H6050312,Y24H6050312P03,Y24H6050312P03JTE398,Weekday,FROM_HOME,Y24H6050312P03S01,507,Glen Eira (C),TO_EDUCATION,Y24H6050312P03S01,511.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,1.16319,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.16319,4.0,370.880246853,MELB - Middle,Greater Melbourne
Y24H6050409,Y24H6050409P02,Y24H6050409P02JTE399,Weekday,FROM_HOME,Y24H6050409P02S01,470,Mitchell (S),TO_EDUCATION,Y24H6050409P02S07,604.0,Monash (C),Vehicle Passenger,Vehicle Passenger,Walking,Train,Walking,Public Bus,Walking,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,470.0,471.0,476.0,487.0,594.0,597.0,603.0,,,,,,,,,471.0,474.0,477.0,594.0,595.0,603.0,604.0,,,,,,,,,0.18797,1.714,0.08946,66.74156,0.03262,3.18196,0.36083,,,,,,,,,1.0,3.0,1.0,107.0,1.0,6.0,1.0,,,,,,,,,Train,120,72.3084,134.0,1227.677316119,MELB - Outer,Greater Melbourne
Y24H6050409,Y24H6050409P04,Y24H6050409P04JTE400,Weekday,FROM_HOME,Y24H6050409P04S01,470,Mitchell (S),TO_EDUCATION,Y24H6050409P04S02,491.0,Mitchell (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,470.0,471.0,,,,,,,,,,,,,,471.0,491.0,,,,,,,,,,,,,,0.18797,18.07865,,,,,,,,,,,,,,1.0,20.0,,,,,,,,,,,,,,School Bus,21,18.26662,21.0,1835.732343067,MELB - Outer,Greater Melbourne
Y24H6050415,Y24H6050415P03,Y24H6050415P03JTE401,Weekday,FROM_HOME,Y24H6050415P03S01,450,Mitchell (S),TO_EDUCATION,Y24H6050415P03S01,455.0,Mitchell (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,0.86305,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,0.86305,5.0,1659.902081986,MELB - Outer,Greater Melbourne
Y24H6050503,Y24H6050503P03,Y24H6050503P03JTE402,Weekday,FROM_HOME,Y24H6050503P03S01,570,Wyndham (C),TO_EDUCATION,Y24H6050503P03S03,630.0,Maribyrnong (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,570.0,577.0,613.0,,,,,,,,,,,,,577.0,605.0,630.0,,,,,,,,,,,,,3.84008,35.23163,1.23332,,,,,,,,,,,,,7.0,28.0,17.0,,,,,,,,,,,,,Train,52,40.30503,60.0,601.966836235,MELB - Outer,Greater Melbourne
Y24H6050503,Y24H6050503P05,Y24H6050503P05JTE403,Weekday,FROM_HOME,Y24H6050503P05S01,380,Wyndham (C),TO_EDUCATION,Y24H6050503P05S03,488.0,Stonnington (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,380.0,392.0,479.0,,,,,,,,,,,,,388.0,479.0,488.0,,,,,,,,,,,,,3.84008,50.76836,0.54264,,,,,,,,,,,,,8.0,87.0,9.0,,,,,,,,,,,,,Train,104,55.15108,108.0,1013.187877541,MELB - Outer,Greater Melbourne
Y24H6050509,Y24H6050509P03,Y24H6050509P03JTE404,Weekday,FROM_HOME,Y24H6050509P03S01,430,Wyndham (C),TO_EDUCATION,Y24H6050509P03S01,480.0,Wyndham (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,2.53668,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Bicycle,50,2.53668,50.0,744.161877789,MELB - Outer,Greater Melbourne
Y24H6050518,Y24H6050518P03,Y24H6050518P03JTE405,Weekday,FROM_HOME,Y24H6050518P03S01,500,Wyndham (C),TO_EDUCATION,Y24H6050518P03S01,515.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.81308,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,1.81308,15.0,1004.005684808,MELB - Outer,Greater Melbourne
Y24H6050518,Y24H6050518P04,Y24H6050518P04JTE406,Weekday,FROM_HOME,Y24H6050518P04S01,500,Wyndham (C),TO_EDUCATION,Y24H6050518P04S01,515.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.81308,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,1.81308,15.0,1004.005684808,MELB - Outer,Greater Melbourne
Y24H6050530,Y24H6050530P04,Y24H6050530P04JTE407,Weekday,FROM_HOME,Y24H6050530P04S01,498,Wyndham (C),TO_EDUCATION,Y24H6050530P04S02,521.0,Wyndham (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Accommodation,Place of education,,,,,,,,,,,,,,498.0,505.0,,,,,,,,,,,,,,503.0,521.0,,,,,,,,,,,,,,2.31291,5.10188,,,,,,,,,,,,,,5.0,16.0,,,,,,,,,,,,,,Vehicle Passenger,21,7.41479,23.0,952.849581974,MELB - Outer,Greater Melbourne
Y24H6050539,Y24H6050539P03,Y24H6050539P03JTE408,Weekday,FROM_HOME,Y24H6050539P03S01,510,Wyndham (C),TO_EDUCATION,Y24H6050539P03S01,520.0,Wyndham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,3.303,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.303,10.0,1355.30208075,MELB - Outer,Greater Melbourne
Y24H6050540,Y24H6050540P03,Y24H6050540P03JTE409,Weekday,FROM_HOME,Y24H6050540P03S01,457,Wyndham (C),TO_EDUCATION,Y24H6050540P03S05,539.0,Maribyrnong (C),Vehicle Passenger,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,457.0,482.0,524.0,525.0,534.0,,,,,,,,,,,470.0,506.0,525.0,534.0,539.0,,,,,,,,,,,3.61439,32.47682,0.27001,2.76322,0.11993,,,,,,,,,,,13.0,24.0,1.0,9.0,5.0,,,,,,,,,,,Train,52,39.24436999999999,82.0,783.533075659,MELB - Outer,Greater Melbourne
Y24H6050540,Y24H6050540P04,Y24H6050540P04JTE410,Weekday,FROM_HOME,Y24H6050540P04S01,457,Wyndham (C),TO_EDUCATION,Y24H6050540P04S02,530.0,Hobsons Bay (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,457.0,471.0,,,,,,,,,,,,,,470.0,530.0,,,,,,,,,,,,,,3.61439,24.9268,,,,,,,,,,,,,,13.0,59.0,,,,,,,,,,,,,,Vehicle Passenger,72,28.54119,73.0,793.281617186,MELB - Outer,Greater Melbourne
Y24H6056105,Y24H6056105P04,Y24H6056105P04JTE411,Weekday,FROM_HOME,Y24H6056105P04S01,480,Greater Shepparton (C),TO_EDUCATION,Y24H6056105P04S01,495.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,8.9519,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,8.9519,15.0,312.009575051,Other,Shepparton SA4
Y24H6056112,Y24H6056112P03,Y24H6056112P03JTE412,Weekday,FROM_HOME,Y24H6056112P03S01,475,Greater Shepparton (C),TO_EDUCATION,Y24H6056112P03S02,520.0,Greater Shepparton (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,475.0,490.0,,,,,,,,,,,,,,480.0,520.0,,,,,,,,,,,,,,0.13386,7.54814,,,,,,,,,,,,,,5.0,30.0,,,,,,,,,,,,,,School Bus,35,7.682,45.0,243.912412683,Other,Shepparton SA4
Y24H6056112,Y24H6056112P04,Y24H6056112P04JTE413,Weekday,FROM_HOME,Y24H6056112P04S01,487,Greater Shepparton (C),TO_EDUCATION,Y24H6056112P04S02,505.0,Greater Shepparton (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,487.0,495.0,,,,,,,,,,,,,,492.0,505.0,,,,,,,,,,,,,,0.13336,3.08755,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,School Bus,15,3.22091,18.0,123.08516918,Other,Shepparton SA4
Y24H6060308,Y24H6060308P02,Y24H6060308P02JTE414,Weekday,FROM_HOME,Y24H6060308P02S01,518,Moreland (C),TO_EDUCATION,Y24H6060308P02S03,543.0,Melbourne (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,518.0,528.0,539.0,,,,,,,,,,,,,522.0,539.0,543.0,,,,,,,,,,,,,0.08648,2.6103,0.42655,,,,,,,,,,,,,4.0,11.0,4.0,,,,,,,,,,,,,Tram,19,3.12333,25.0,789.24028198,MELB - Inner,Greater Melbourne
Y24H6060401,Y24H6060401P03,Y24H6060401P03JTE415,Weekday,FROM_HOME,Y24H6060401P03S01,525,Hume (C),TO_EDUCATION,Y24H6060401P03S01,528.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,0.86281,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.86281,3.0,1275.667602346,MELB - Outer,Greater Melbourne
Y24H6060401,Y24H6060401P04,Y24H6060401P04JTE416,Weekday,FROM_HOME,Y24H6060401P04S01,525,Hume (C),TO_EDUCATION,Y24H6060401P04S01,528.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,0.86281,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.86281,3.0,1275.667602346,MELB - Outer,Greater Melbourne
Y24H6060401,Y24H6060401P05,Y24H6060401P05JTE417,Weekday,FROM_HOME,Y24H6060401P05S01,525,Hume (C),TO_EDUCATION,Y24H6060401P05S01,528.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,0.86281,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.86281,3.0,3520.134822221,MELB - Outer,Greater Melbourne
Y24H6066109,Y24H6066109P03,Y24H6066109P03JTE418,Weekday,FROM_HOME,Y24H6066109P03S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6066109P03S01,520.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,2.98445,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.98445,10.0,320.180323654,Other,Shepparton SA4
Y24H6066109,Y24H6066109P04,Y24H6066109P04JTE419,Weekday,FROM_HOME,Y24H6066109P04S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6066109P04S01,520.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,2.98445,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.98445,10.0,319.717937269,Other,Shepparton SA4
Y24H6066119,Y24H6066119P03,Y24H6066119P03JTE420,Weekday,FROM_HOME,Y24H6066119P03S01,515,Greater Shepparton (C),TO_EDUCATION,Y24H6066119P03S01,535.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,6.1441,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,6.1441,20.0,185.058713751,Other,Shepparton SA4
Y24H6066119,Y24H6066119P04,Y24H6066119P04JTE421,Weekday,FROM_HOME,Y24H6066119P04S01,515,Greater Shepparton (C),TO_EDUCATION,Y24H6066119P04S01,525.0,Greater Shepparton (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,3.19391,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,School Bus,10,3.19391,10.0,185.497138661,Other,Shepparton SA4
Y24H6066125,Y24H6066125P03,Y24H6066125P03JTE422,Weekday,FROM_HOME,Y24H6066125P03S01,523,Greater Shepparton (C),TO_EDUCATION,Y24H6066125P03S01,528.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,3.87418,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,3.87418,5.0,170.776325449,Other,Shepparton SA4
Y24H6066137,Y24H6066137P03,Y24H6066137P03JTE423,Weekday,FROM_HOME,Y24H6066137P03S01,506,Greater Shepparton (C),TO_EDUCATION,Y24H6066137P03S01,511.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,3.53043,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,3.53043,5.0,345.580135013,Other,Shepparton SA4
Y24H6066209,Y24H6066209P03,Y24H6066209P03JTE424,Weekday,FROM_HOME,Y24H6066209P03S01,527,Greater Shepparton (C),TO_EDUCATION,Y24H6066209P03S01,534.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,3.00297,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.00297,7.0,227.154499974,Other,Shepparton SA4
