hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5820337,Y24H5820337P02,Y24H5820337P02JTW0277,Weekday,FROM_HOME,Y24H5820337P02S01,424,Melbourne (C),TO_WORK,Y24H5820337P02S05,480.0,Yarra (C),Walking,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,424.0,444.0,463.0,465.0,473.0,,,,,,,,,,,444.0,461.0,464.0,473.0,480.0,,,,,,,,,,,1.11683,5.23217,0.08249,1.90951,1.17877,,,,,,,,,,,20.0,17.0,1.0,8.0,7.0,,,,,,,,,,,Train,53,9.51977,56.0,1199.644857951,MELB - Inner,Greater Melbourne
Y24H5820337,Y24H5820337P03,Y24H5820337P03JTW0278,Weekday,FROM_HOME,Y24H5820337P03S01,720,Melbourne (C),TO_WORK,Y24H5820337P03S03,750.0,Melbourne (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,720.0,730.0,745.0,,,,,,,,,,,,,727.0,745.0,750.0,,,,,,,,,,,,,0.60427,3.40046,0.46353,,,,,,,,,,,,,7.0,15.0,5.0,,,,,,,,,,,,,Public Bus,27,4.468259999999999,30.0,2014.081046326,MELB - Inner,Greater Melbourne
Y24H5820408,Y24H5820408P01,Y24H5820408P01JTW0279,Weekday,FROM_HOME,Y24H5820408P01S01,510,Whittlesea (C),TO_WORK,Y24H5820408P01S06,597.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Train,Walking,Tram,Walking,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,Place of education,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,510.0,520.0,530.0,575.0,580.0,593.0,,,,,,,,,,520.0,525.0,575.0,579.0,593.0,597.0,,,,,,,,,,0.99236,3.37699,36.91045,0.2549,1.57182,0.33387,,,,,,,,,,10.0,5.0,45.0,4.0,13.0,4.0,,,,,,,,,,Train,81,43.44039,87.0,362.195507229,MELB - Outer,Greater Melbourne
Y24H5820409,Y24H5820409P01,Y24H5820409P01JTW0280,Weekday,FROM_HOME,Y24H5820409P01S01,491,Whittlesea (C),TO_WORK,Y24H5820409P01S01,544.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,34.09702,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,Vehicle Driver,53,34.09702,53.0,617.626567622,MELB - Outer,Greater Melbourne
Y24H5820411,Y24H5820411P01,Y24H5820411P01JTW0281,Weekday,FROM_HOME,Y24H5820411P01S01,510,Whittlesea (C),TO_WORK,Y24H5820411P01S01,560.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,37.40253,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,37.40253,50.0,615.851147943,MELB - Outer,Greater Melbourne
Y24H5820411,Y24H5820411P02,Y24H5820411P02JTW0282,Weekday,FROM_HOME,Y24H5820411P02S01,450,Whittlesea (C),TO_WORK,Y24H5820411P02S01,470.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,13.54587,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,13.54587,20.0,1338.157648556,MELB - Outer,Greater Melbourne
Y24H5820411,Y24H5820411P03,Y24H5820411P03JTW0283,Weekday,FROM_HOME,Y24H5820411P03S01,420,Whittlesea (C),TO_WORK,Y24H5820411P03S01,465.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,31.65501,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,31.65501,45.0,1517.926545193,MELB - Outer,Greater Melbourne
Y24H5820416,Y24H5820416P02,Y24H5820416P02JTW0284,Weekday,FROM_HOME,Y24H5820416P02S01,450,Whittlesea (C),TO_WORK,Y24H5820416P02S01,487.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,487.0,,,,,,,,,,,,,,,35.00317,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,Vehicle Driver,37,35.00317,37.0,1527.296952366,MELB - Outer,Greater Melbourne
Y24H5820417,Y24H5820417P01,Y24H5820417P01JTW0285,Weekday,FROM_HOME,Y24H5820417P01S01,377,Whittlesea (C),TO_WORK,Y24H5820417P01S02,459.0,Port Phillip (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Work Related,Work Related,,,,,,,,,,,,,,Place of work,Place of work,,,,,,,,,,,,,,377.0,457.0,,,,,,,,,,,,,,457.0,459.0,,,,,,,,,,,,,,48.04659,0.48834,,,,,,,,,,,,,,80.0,2.0,,,,,,,,,,,,,,Vehicle Driver,82,48.53493,82.0,918.182963263,MELB - Outer,Greater Melbourne
Y24H5820424,Y24H5820424P01,Y24H5820424P01JTW0286,Weekday,FROM_HOME,Y24H5820424P01S01,375,Hume (C),TO_WORK,Y24H5820424P01S01,420.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,28.9617,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,28.9617,45.0,617.359160584,MELB - Outer,Greater Melbourne
Y24H5820424,Y24H5820424P02,Y24H5820424P02JTW0287,Weekday,FROM_HOME,Y24H5820424P02S01,568,Hume (C),TO_WORK,Y24H5820424P02S01,604.0,Mitchell (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,568.0,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,33.51005,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,Vehicle Driver,36,33.51005,36.0,530.138026198,MELB - Outer,Greater Melbourne
Y24H5820428,Y24H5820428P02,Y24H5820428P02JTW0288,Weekend,FROM_HOME,Y24H5820428P02S01,562,Hume (C),TO_WORK,Y24H5820428P02S01,585.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,24.51804,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,Vehicle Driver,23,24.51804,23.0,786.375955771,MELB - Outer,Greater Melbourne
Y24H5820437,Y24H5820437P01,Y24H5820437P01JTW0289,Weekday,FROM_HOME,Y24H5820437P01S01,435,Hume (C),TO_WORK,Y24H5820437P01S03,510.0,Mitchell (S),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,Place of education,Transport Feature,Place of work,,,,,,,,,,,,,435.0,480.0,485.0,,,,,,,,,,,,,470.0,485.0,510.0,,,,,,,,,,,,,20.71898,2.66949,31.0157,,,,,,,,,,,,,35.0,5.0,25.0,,,,,,,,,,,,,Vehicle Driver,65,54.40416999999999,75.0,781.501332679,MELB - Outer,Greater Melbourne
Y24H5820437,Y24H5820437P02,Y24H5820437P02JTW0290,Weekday,FROM_HOME,Y24H5820437P02S01,330,Hume (C),TO_WORK,Y24H5820437P02S03,408.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,330.0,348.0,388.0,,,,,,,,,,,,,338.0,388.0,408.0,,,,,,,,,,,,,1.6092,36.91045,1.47582,,,,,,,,,,,,,8.0,40.0,20.0,,,,,,,,,,,,,Train,68,39.99547,78.0,769.671101528,MELB - Outer,Greater Melbourne
Y24H5820439,Y24H5820439P01,Y24H5820439P01JTW0291,Weekday,FROM_HOME,Y24H5820439P01S01,308,Hume (C),TO_WORK,Y24H5820439P01S01,338.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,31.70265,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,31.70265,30.0,455.122386201,MELB - Outer,Greater Melbourne
Y24H5820523,Y24H5820523P02,Y24H5820523P02JTW0292,Weekday,FROM_HOME,Y24H5820523P02S01,390,Wyndham (C),TO_WORK,Y24H5820523P02S05,462.0,Melbourne (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,390.0,398.0,420.0,422.0,452.0,,,,,,,,,,,394.0,420.0,421.0,452.0,462.0,,,,,,,,,,,0.20423,4.76229,0.04718,24.19846,0.74028,,,,,,,,,,,4.0,22.0,1.0,30.0,10.0,,,,,,,,,,,Train,67,29.95244,72.0,158.806433128,MELB - Outer,Greater Melbourne
Y24H5820525,Y24H5820525P02,Y24H5820525P02JTW0293,Weekday,FROM_HOME,Y24H5820525P02S01,490,Wyndham (C),TO_WORK,Y24H5820525P02S04,601.0,Melbourne (C),Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,490.0,499.0,507.0,590.0,,,,,,,,,,,,499.0,507.0,588.0,601.0,,,,,,,,,,,,5.33231,0.27306,22.65037,0.89305,,,,,,,,,,,,9.0,8.0,81.0,11.0,,,,,,,,,,,,Train,109,29.14879,111.0,288.155585187,MELB - Outer,Greater Melbourne
Y24H5820538,Y24H5820538P01,Y24H5820538P01JTW0294,Weekday,FROM_HOME,Y24H5820538P01S01,571,Wyndham (C),TO_WORK,Y24H5820538P01S01,622.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,49.00231,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,Vehicle Driver,51,49.00231,51.0,235.81471344,MELB - Outer,Greater Melbourne
Y24H5830102,Y24H5830102P03,Y24H5830102P03JTW0295,Weekday,FROM_HOME,Y24H5830102P03S01,655,Kingston (C),TO_WORK,Y24H5830102P03S01,660.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,2.36847,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,2.36847,5.0,484.719237232,MELB - Middle,Greater Melbourne
Y24H5830108,Y24H5830108P01,Y24H5830108P01JTW0296,Weekday,FROM_HOME,Y24H5830108P01S01,440,Kingston (C),TO_WORK,Y24H5830108P01S02,487.0,Yarra (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,440.0,480.0,,,,,,,,,,,,,,479.0,487.0,,,,,,,,,,,,,,30.98756,2.10302,,,,,,,,,,,,,,39.0,7.0,,,,,,,,,,,,,,Vehicle Driver,46,33.09058,47.0,659.670112205,MELB - Middle,Greater Melbourne
Y24H5830108,Y24H5830108P02,Y24H5830108P02JTW0297,Weekday,FROM_HOME,Y24H5830108P02S01,527,Kingston (C),TO_WORK,Y24H5830108P02S01,547.0,Bayside (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,14.0104,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,14.0104,20.0,790.56521265,MELB - Middle,Greater Melbourne
Y24H5830108,Y24H5830108P03,Y24H5830108P03JTW0298,Weekday,FROM_HOME,Y24H5830108P03S07,949,Kingston (C),TO_WORK,Y24H5830108P03S07,963.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,949.0,,,,,,,,,,,,,,,963.0,,,,,,,,,,,,,,,9.0471,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,Vehicle Passenger,14,9.0471,14.0,1027.19455885,MELB - Middle,Greater Melbourne
Y24H5830115,Y24H5830115P03,Y24H5830115P03JTW0299,Weekday,FROM_HOME,Y24H5830115P03S01,450,Kingston (C),TO_WORK,Y24H5830115P03S01,475.0,Bayside (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,14.24305,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,14.24305,25.0,1562.420496862,MELB - Middle,Greater Melbourne
Y24H5830115,Y24H5830115P04,Y24H5830115P04JTW0300,Weekday,FROM_HOME,Y24H5830115P04S01,500,Kingston (C),TO_WORK,Y24H5830115P04S01,525.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,9.77425,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,9.77425,25.0,1562.420496862,MELB - Middle,Greater Melbourne
Y24H5830118,Y24H5830118P02,Y24H5830118P02JTW0301,Weekday,FROM_HOME,Y24H5830118P02S01,335,Kingston (C),TO_WORK,Y24H5830118P02S01,347.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,7.2252,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Driver,12,7.2252,12.0,737.099189906,MELB - Middle,Greater Melbourne
Y24H5830118,Y24H5830118P04,Y24H5830118P04JTW0302,Weekday,FROM_HOME,Y24H5830118P04S01,747,Kingston (C),TO_WORK,Y24H5830118P04S01,780.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,747.0,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,23.67293,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,Vehicle Driver,33,23.67293,33.0,435.564509414,MELB - Middle,Greater Melbourne
Y24H5830118,Y24H5830118P05,Y24H5830118P05JTW0303,Weekday,FROM_HOME,Y24H5830118P05S01,469,Kingston (C),TO_WORK,Y24H5830118P05S03,540.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,469.0,491.0,530.0,,,,,,,,,,,,,486.0,530.0,540.0,,,,,,,,,,,,,11.37078,25.41523,0.90987,,,,,,,,,,,,,17.0,39.0,10.0,,,,,,,,,,,,,Train,66,37.69588,71.0,563.625372547,MELB - Middle,Greater Melbourne
Y24H5830120,Y24H5830120P04,Y24H5830120P04JTW0304,Weekend,FROM_HOME,Y24H5830120P04S01,490,Kingston (C),TO_WORK,Y24H5830120P04S02,556.0,Kingston (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Work Related,,,,,,,,,,,,,,Sport and Recreation venue,Place of work,,,,,,,,,,,,,,490.0,555.0,,,,,,,,,,,,,,495.0,556.0,,,,,,,,,,,,,,2.38846,0.03847,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,Vehicle Driver,6,2.42693,66.0,560.742265328,MELB - Middle,Greater Melbourne
Y24H5830122,Y24H5830122P01,Y24H5830122P01JTW0305,Weekday,FROM_HOME,Y24H5830122P01S01,450,Kingston (C),TO_WORK,Y24H5830122P01S01,490.0,Maroondah (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,34.11211,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,34.11211,40.0,218.372482561,MELB - Middle,Greater Melbourne
Y24H5830122,Y24H5830122P02,Y24H5830122P02JTW0306,Weekday,FROM_HOME,Y24H5830122P02S01,537,Kingston (C),TO_WORK,Y24H5830122P02S05,585.0,Greater Dandenong (C),Walking,Public Bus,Walking,Public Bus,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,537.0,542.0,547.0,561.0,582.0,,,,,,,,,,,542.0,546.0,551.0,578.0,585.0,,,,,,,,,,,0.33536,2.33344,0.21366,10.66354,0.30751,,,,,,,,,,,5.0,4.0,4.0,17.0,3.0,,,,,,,,,,,Public Bus,33,13.85351,48.0,296.57503453,MELB - Middle,Greater Melbourne
Y24H5830124,Y24H5830124P01,Y24H5830124P01JTW0307,Weekday,FROM_HOME,Y24H5830124P01S01,400,Kingston (C),TO_WORK,Y24H5830124P01S03,470.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,400.0,417.0,460.0,,,,,,,,,,,,,410.0,460.0,470.0,,,,,,,,,,,,,3.75477,28.92146,0.65164,,,,,,,,,,,,,10.0,43.0,10.0,,,,,,,,,,,,,Train,63,33.32787,70.0,472.95597736,MELB - Middle,Greater Melbourne
Y24H5830124,Y24H5830124P03,Y24H5830124P03JTW0308,Weekday,FROM_HOME,Y24H5830124P03S01,465,Kingston (C),TO_WORK,Y24H5830124P03S05,540.0,Melbourne (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,465.0,470.0,481.0,490.0,527.0,,,,,,,,,,,470.0,481.0,482.0,527.0,540.0,,,,,,,,,,,0.25286,3.35615,0.11087,28.75167,0.44308,,,,,,,,,,,5.0,11.0,1.0,37.0,13.0,,,,,,,,,,,Train,67,32.91463,75.0,707.973211747,MELB - Middle,Greater Melbourne
Y24H5830131,Y24H5830131P02,Y24H5830131P02JTW0309,Weekday,FROM_HOME,Y24H5830131P02S01,480,Kingston (C),TO_WORK,Y24H5830131P02S01,495.0,Frankston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,14.07911,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,14.07911,15.0,481.70681222,MELB - Middle,Greater Melbourne
Y24H5830132,Y24H5830132P01,Y24H5830132P01JTW0310,Weekday,FROM_HOME,Y24H5830132P01S01,455,Kingston (C),TO_WORK,Y24H5830132P01S01,482.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,24.922,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,Vehicle Driver,27,24.922,27.0,283.405040413,MELB - Middle,Greater Melbourne
Y24H5830141,Y24H5830141P01,Y24H5830141P01JTW0311,Weekend,FROM_HOME,Y24H5830141P01S01,428,Kingston (C),TO_WORK,Y24H5830141P01S01,435.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,2.69381,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Driver,7,2.69381,7.0,394.816668567,MELB - Middle,Greater Melbourne
Y24H5830142,Y24H5830142P01,Y24H5830142P01JTW0312,Weekend,FROM_HOME,Y24H5830142P01S01,352,Kingston (C),TO_WORK,Y24H5830142P01S01,386.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,35.74705,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,Vehicle Driver,34,35.74705,34.0,902.905024967,MELB - Middle,Greater Melbourne
Y24H5830201,Y24H5830201P02,Y24H5830201P02JTW0313,Weekday,FROM_HOME,Y24H5830201P02S01,360,Knox (C),TO_WORK,Y24H5830201P02S03,428.0,Manningham (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,360.0,381.0,427.0,,,,,,,,,,,,,381.0,427.0,428.0,,,,,,,,,,,,,1.45268,15.13799,0.08977,,,,,,,,,,,,,21.0,46.0,1.0,,,,,,,,,,,,,Public Bus,68,16.68044,68.0,1028.828800303,MELB - Middle,Greater Melbourne
Y24H5830204,Y24H5830204P01,Y24H5830204P01JTW0314,Weekday,FROM_HOME,Y24H5830204P01S01,510,Knox (C),TO_WORK,Y24H5830204P01S01,540.0,Casey (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,18.29972,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,18.29972,30.0,395.680783371,MELB - Middle,Greater Melbourne
Y24H5830216,Y24H5830216P01,Y24H5830216P01JTW0315,Weekday,FROM_HOME,Y24H5830216P01S01,390,Knox (C),TO_WORK,Y24H5830216P01S01,410.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,13.22911,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,13.22911,20.0,262.362524753,MELB - Middle,Greater Melbourne
Y24H5830217,Y24H5830217P01,Y24H5830217P01JTW0316,Weekday,FROM_HOME,Y24H5830217P01S01,495,Knox (C),TO_WORK,Y24H5830217P01S01,510.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,2.13421,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,2.13421,15.0,238.929951749,MELB - Middle,Greater Melbourne
Y24H5830217,Y24H5830217P02,Y24H5830217P02JTW0317,Weekday,FROM_HOME,Y24H5830217P02S01,510,Knox (C),TO_WORK,Y24H5830217P02S02,600.0,Monash (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,510.0,565.0,,,,,,,,,,,,,,545.0,600.0,,,,,,,,,,,,,,34.7384,38.1311,,,,,,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,Vehicle Driver,70,72.8695,90.0,468.853199674,MELB - Middle,Greater Melbourne
Y24H5830222,Y24H5830222P02,Y24H5830222P02JTW0318,Weekday,FROM_HOME,Y24H5830222P02S01,525,Knox (C),TO_WORK,Y24H5830222P02S01,550.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,8.81647,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,8.81647,25.0,492.622658945,MELB - Middle,Greater Melbourne
Y24H5830225,Y24H5830225P01,Y24H5830225P01JTW0319,Weekday,FROM_HOME,Y24H5830225P01S01,420,Knox (C),TO_WORK,Y24H5830225P01S02,460.0,Whitehorse (C),Vehicle Driver,Walking,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,420.0,445.0,,,,,,,,,,,,,,445.0,460.0,,,,,,,,,,,,,,16.2301,1.02841,,,,,,,,,,,,,,25.0,15.0,,,,,,,,,,,,,,Vehicle Driver,40,17.25851,40.0,558.532645281,MELB - Middle,Greater Melbourne
