hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5750403,Y24H5750403P03,Y24H5750403P03JTW0046,Weekday,FROM_HOME,Y24H5750403P03S01,954,Whittlesea (C),TO_WORK,Y24H5750403P03S01,965.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,965.0,,,,,,,,,,,,,,,5.64398,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Vehicle Driver,11,5.64398,11.0,634.455478952,MELB - Outer,Greater Melbourne
Y24H5750404,Y24H5750404P02,Y24H5750404P02JTW0047,Weekday,FROM_HOME,Y24H5750404P02S01,460,Whittlesea (C),TO_WORK,Y24H5750404P02S01,515.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,32.22561,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,Vehicle Driver,55,32.22561,55.0,652.772223378,MELB - Outer,Greater Melbourne
Y24H5750404,Y24H5750404P02,Y24H5750404P02JTW0048,Weekday,FROM_HOME,Y24H5750404P02S04,1056,Whittlesea (C),TO_WORK,Y24H5750404P02S04,1070.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1056.0,,,,,,,,,,,,,,,1070.0,,,,,,,,,,,,,,,8.44761,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,Vehicle Driver,14,8.44761,14.0,652.772223378,MELB - Outer,Greater Melbourne
Y24H5750412,Y24H5750412P01,Y24H5750412P01JTW0049,Weekday,FROM_HOME,Y24H5750412P01S01,453,Whittlesea (C),TO_WORK,Y24H5750412P01S01,490.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,28.92583,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,Vehicle Driver,37,28.92583,37.0,593.33097035,MELB - Outer,Greater Melbourne
Y24H5750415,Y24H5750415P01,Y24H5750415P01JTW0050,Weekday,FROM_HOME,Y24H5750415P01S01,501,Whittlesea (C),TO_WORK,Y24H5750415P01S03,547.0,Whittlesea (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Buy Something,Work Related,,,,,,,,,,,,,Place of education,Retail venue,Place of work,,,,,,,,,,,,,501.0,508.0,545.0,,,,,,,,,,,,,508.0,542.0,547.0,,,,,,,,,,,,,3.47778,22.3898,0.50583,,,,,,,,,,,,,7.0,34.0,2.0,,,,,,,,,,,,,Vehicle Driver,43,26.37341,46.0,492.179102597,MELB - Outer,Greater Melbourne
Y24H5750417,Y24H5750417P02,Y24H5750417P02JTW0051,Weekday,FROM_HOME,Y24H5750417P02S01,495,Whittlesea (C),TO_WORK,Y24H5750417P02S02,570.0,Darebin (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,525.0,,,,,,,,,,,,,,510.0,570.0,,,,,,,,,,,,,,3.44781,27.82301,,,,,,,,,,,,,,15.0,45.0,,,,,,,,,,,,,,Vehicle Driver,60,31.27082,75.0,412.385160855,MELB - Outer,Greater Melbourne
Y24H5750418,Y24H5750418P01,Y24H5750418P01JTW0052,Weekday,FROM_HOME,Y24H5750418P01S01,300,Whittlesea (C),TO_WORK,Y24H5750418P01S01,315.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,4.08403,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,4.08403,15.0,1380.773038408,MELB - Outer,Greater Melbourne
Y24H5750418,Y24H5750418P02,Y24H5750418P02JTW0053,Weekday,FROM_HOME,Y24H5750418P02S01,410,Whittlesea (C),TO_WORK,Y24H5750418P02S01,429.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,429.0,,,,,,,,,,,,,,,13.24665,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,Vehicle Driver,19,13.24665,19.0,1408.518434236,MELB - Outer,Greater Melbourne
Y24H5750418,Y24H5750418P04,Y24H5750418P04JTW0054,Weekday,FROM_HOME,Y24H5750418P04S01,683,Whittlesea (C),TO_WORK,Y24H5750418P04S02,709.0,Whittlesea (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,683.0,701.0,,,,,,,,,,,,,,698.0,709.0,,,,,,,,,,,,,,14.15907,3.54011,,,,,,,,,,,,,,15.0,8.0,,,,,,,,,,,,,,Vehicle Passenger,23,17.69918,26.0,821.004997676,MELB - Outer,Greater Melbourne
Y24H5750419,Y24H5750419P02,Y24H5750419P02JTW0055,Weekday,FROM_HOME,Y24H5750419P02S01,400,Whittlesea (C),TO_WORK,Y24H5750419P02S01,420.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,18.8833,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,18.8833,20.0,654.960438794,MELB - Outer,Greater Melbourne
Y24H5750420,Y24H5750420P01,Y24H5750420P01JTW0056,Weekend,FROM_HOME,Y24H5750420P01S01,720,Whittlesea (C),TO_WORK,Y24H5750420P01S01,804.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,804.0,,,,,,,,,,,,,,,39.10472,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,Vehicle Driver,84,39.10472,84.0,268.44579161,MELB - Outer,Greater Melbourne
Y24H5750426,Y24H5750426P02,Y24H5750426P02JTW0057,Weekday,FROM_HOME,Y24H5750426P02S01,420,Whittlesea (C),TO_WORK,Y24H5750426P02S05,501.0,Darebin (C),Vehicle Passenger,Train,Walking,Public Bus,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,420.0,430.0,462.0,475.0,497.0,,,,,,,,,,,422.0,462.0,464.0,497.0,501.0,,,,,,,,,,,1.09697,25.57075,0.16768,6.84948,0.19642,,,,,,,,,,,2.0,32.0,2.0,22.0,4.0,,,,,,,,,,,Train,62,33.8813,81.0,833.300029383,MELB - Outer,Greater Melbourne
Y24H5750430,Y24H5750430P01,Y24H5750430P01JTW0058,Weekday,FROM_HOME,Y24H5750430P01S01,521,Whittlesea (C),TO_WORK,Y24H5750430P01S03,617.0,Whittlesea (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Buy Something,Work Related,,,,,,,,,,,,,Place of education,Retail venue,Place of work,,,,,,,,,,,,,521.0,583.0,596.0,,,,,,,,,,,,,554.0,592.0,617.0,,,,,,,,,,,,,23.42088,2.10888,2.43173,,,,,,,,,,,,,33.0,9.0,21.0,,,,,,,,,,,,,Vehicle Driver,63,27.96149,96.0,233.724176394,MELB - Outer,Greater Melbourne
Y24H5750431,Y24H5750431P02,Y24H5750431P02JTW0059,Weekday,FROM_HOME,Y24H5750431P02S01,357,Whittlesea (C),TO_WORK,Y24H5750431P02S01,384.0,Moreland (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,26.72967,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,Vehicle Driver,27,26.72967,27.0,785.725277756,MELB - Outer,Greater Melbourne
Y24H5750436,Y24H5750436P02,Y24H5750436P02JTW0060,Weekday,FROM_HOME,Y24H5750436P02S01,290,Whittlesea (C),TO_WORK,Y24H5750436P02S01,360.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Transport Feature,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,40.40662,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,Vehicle Driver,70,40.40662,70.0,676.477788352,MELB - Outer,Greater Melbourne
Y24H5750437,Y24H5750437P01,Y24H5750437P01JTW0061,Weekday,FROM_HOME,Y24H5750437P01S01,321,Whittlesea (C),TO_WORK,Y24H5750437P01S01,355.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,34.1558,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,Vehicle Driver,34,34.1558,34.0,454.833799575,MELB - Outer,Greater Melbourne
Y24H5750442,Y24H5750442P01,Y24H5750442P01JTW0062,Weekend,FROM_HOME,Y24H5750442P01S01,240,Whittlesea (C),TO_WORK,Y24H5750442P01S01,270.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,22.87616,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,22.87616,30.0,663.090476682,MELB - Outer,Greater Melbourne
Y24H5750442,Y24H5750442P02,Y24H5750442P02JTW0063,Weekend,FROM_HOME,Y24H5750442P02S01,612,Whittlesea (C),TO_WORK,Y24H5750442P02S05,663.0,Hume (C),Rideshare Service,Train,Walking,Public Bus,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,612.0,626.0,640.0,649.0,655.0,,,,,,,,,,,619.0,640.0,643.0,655.0,663.0,,,,,,,,,,,1.30115,19.58459,0.07002,3.86716,0.8984,,,,,,,,,,,7.0,14.0,3.0,6.0,8.0,,,,,,,,,,,Train,38,25.721319999999995,51.0,525.810949524,MELB - Outer,Greater Melbourne
Y24H5760202,Y24H5760202P01,Y24H5760202P01JTW0064,Weekday,FROM_HOME,Y24H5760202P01S01,426,Manningham (C),TO_WORK,Y24H5760202P01S01,458.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,21.97216,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,Vehicle Driver,32,21.97216,32.0,273.048878576,MELB - Outer,Greater Melbourne
Y24H5760211,Y24H5760211P01,Y24H5760211P01JTW0065,Weekday,FROM_HOME,Y24H5760211P01S01,470,Manningham (C),TO_WORK,Y24H5760211P01S01,480.0,Manningham (C),Walking,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,0.24657,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.24657,10.0,336.361571273,MELB - Outer,Greater Melbourne
Y24H5760211,Y24H5760211P01,Y24H5760211P01JTW0066,Weekday,FROM_HOME,Y24H5760211P01S06,910,Manningham (C),TO_WORK,Y24H5760211P01S06,920.0,Manningham (C),Walking,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,910.0,,,,,,,,,,,,,,,920.0,,,,,,,,,,,,,,,0.24657,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.24657,10.0,336.361571273,MELB - Outer,Greater Melbourne
Y24H5760232,Y24H5760232P01,Y24H5760232P01JTW0067,Weekday,FROM_HOME,Y24H5760232P01S03,683,Manningham (C),TO_WORK,Y24H5760232P01S04,744.0,Knox (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,683.0,731.0,,,,,,,,,,,,,,694.0,744.0,,,,,,,,,,,,,,8.48204,8.06386,,,,,,,,,,,,,,11.0,13.0,,,,,,,,,,,,,,Vehicle Driver,24,16.5459,61.0,241.052978536,MELB - Outer,Greater Melbourne
Y24H5760232,Y24H5760232P02,Y24H5760232P02JTW0068,Weekday,FROM_HOME,Y24H5760232P02S01,390,Manningham (C),TO_WORK,Y24H5760232P02S01,410.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,16.49247,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,16.49247,20.0,403.977008152,MELB - Outer,Greater Melbourne
Y24H5760236,Y24H5760236P01,Y24H5760236P01JTW0069,Weekday,FROM_HOME,Y24H5760236P01S01,370,Manningham (C),TO_WORK,Y24H5760236P01S01,420.0,Maribyrnong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,44.50977,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,44.50977,50.0,430.502795256,MELB - Outer,Greater Melbourne
Y24H5760236,Y24H5760236P02,Y24H5760236P02JTW0070,Weekday,FROM_HOME,Y24H5760236P02S01,990,Manningham (C),TO_WORK,Y24H5760236P02S01,1020.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,990.0,,,,,,,,,,,,,,,1020.0,,,,,,,,,,,,,,,17.33654,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,17.33654,30.0,427.32938013,MELB - Outer,Greater Melbourne
Y24H5760237,Y24H5760237P01,Y24H5760237P01JTW0071,Weekday,FROM_HOME,Y24H5760237P01S01,360,Manningham (C),TO_WORK,Y24H5760237P01S01,390.0,Nillumbik (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,15.74216,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,15.74216,30.0,685.315309558,MELB - Outer,Greater Melbourne
Y24H5760237,Y24H5760237P02,Y24H5760237P02JTW0072,Weekday,FROM_HOME,Y24H5760237P02S01,450,Manningham (C),TO_WORK,Y24H5760237P02S01,480.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,16.63501,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,16.63501,30.0,680.263565427,MELB - Outer,Greater Melbourne
Y24H5760240,Y24H5760240P01,Y24H5760240P01JTW0073,Weekday,FROM_HOME,Y24H5760240P01S01,450,Manningham (C),TO_WORK,Y24H5760240P01S01,475.0,Manningham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,18.21194,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,18.21194,25.0,224.064972747,MELB - Outer,Greater Melbourne
Y24H5760326,Y24H5760326P01,Y24H5760326P01JTW0074,Weekday,FROM_HOME,Y24H5760326P01S01,490,Bayside (C),TO_WORK,Y24H5760326P01S02,520.0,Bayside (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Entertainment venue,Place of work,,,,,,,,,,,,,,490.0,505.0,,,,,,,,,,,,,,495.0,520.0,,,,,,,,,,,,,,2.20012,8.10728,,,,,,,,,,,,,,5.0,15.0,,,,,,,,,,,,,,Vehicle Driver,20,10.3074,30.0,905.512495177,MELB - Middle,Greater Melbourne
Y24H5760326,Y24H5760326P02,Y24H5760326P02JTW0075,Weekday,FROM_HOME,Y24H5760326P02S01,530,Bayside (C),TO_WORK,Y24H5760326P02S01,565.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Sport and Recreation venue,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,15.92315,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,15.92315,35.0,771.912267748,MELB - Middle,Greater Melbourne
Y24H5760327,Y24H5760327P02,Y24H5760327P02JTW0076,Weekend,FROM_HOME,Y24H5760327P02S01,465,Bayside (C),TO_WORK,Y24H5760327P02S01,480.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,10.19929,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,10.19929,15.0,557.399334596,MELB - Middle,Greater Melbourne
Y24H5760329,Y24H5760329P01,Y24H5760329P01JTW0077,Weekday,FROM_HOME,Y24H5760329P01S03,495,Bayside (C),TO_WORK,Y24H5760329P01S04,510.0,Bayside (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,495.0,508.0,,,,,,,,,,,,,,500.0,510.0,,,,,,,,,,,,,,2.55467,0.96653,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,Vehicle Driver,7,3.5212000000000003,15.0,415.461610925,MELB - Middle,Greater Melbourne
Y24H5760329,Y24H5760329P02,Y24H5760329P02JTW0078,Weekday,FROM_HOME,Y24H5760329P02S03,535,Bayside (C),TO_WORK,Y24H5760329P02S03,560.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,13.85428,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,13.85428,25.0,414.578187518,MELB - Middle,Greater Melbourne
Y24H5760330,Y24H5760330P02,Y24H5760330P02JTW0079,Weekday,FROM_HOME,Y24H5760330P02S01,470,Bayside (C),TO_WORK,Y24H5760330P02S01,522.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,17.14449,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,Vehicle Driver,52,17.14449,52.0,302.994751815,MELB - Middle,Greater Melbourne
Y24H5760331,Y24H5760331P01,Y24H5760331P01JTW0080,Weekday,FROM_HOME,Y24H5760331P01S01,519,Bayside (C),TO_WORK,Y24H5760331P01S02,564.0,Stonnington (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Entertainment venue,,,,,,,,,,,,,,519.0,535.0,,,,,,,,,,,,,,522.0,564.0,,,,,,,,,,,,,,1.5763,10.7419,,,,,,,,,,,,,,3.0,29.0,,,,,,,,,,,,,,Vehicle Driver,32,12.3182,45.0,774.170193573,MELB - Middle,Greater Melbourne
Y24H5760336,Y24H5760336P02,Y24H5760336P02JTW0081,Weekday,FROM_HOME,Y24H5760336P02S01,600,Bayside (C),TO_WORK,Y24H5760336P02S01,630.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,18.33004,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,18.33004,30.0,367.427058191,MELB - Middle,Greater Melbourne
Y24H5760425,Y24H5760425P02,Y24H5760425P02JTW0082,Weekday,FROM_HOME,Y24H5760425P02S01,430,Moonee Valley (C),TO_WORK,Y24H5760425P02S01,510.0,Moonee Valley (C),Walking,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.60166,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,Walking,80,3.60166,80.0,968.281097847,MELB - Middle,Greater Melbourne
Y24H5760502,Y24H5760502P01,Y24H5760502P01JTW0083,Weekday,FROM_HOME,Y24H5760502P01S01,392,Wyndham (C),TO_WORK,Y24H5760502P01S02,433.0,Melton (S),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,392.0,408.0,,,,,,,,,,,,,,405.0,433.0,,,,,,,,,,,,,,9.04096,31.78409,,,,,,,,,,,,,,13.0,25.0,,,,,,,,,,,,,,Vehicle Driver,38,40.82505,41.0,965.161559068,MELB - Outer,Greater Melbourne
Y24H5760502,Y24H5760502P02,Y24H5760502P02JTW0084,Weekday,FROM_HOME,Y24H5760502P02S01,489,Wyndham (C),TO_WORK,Y24H5760502P02S01,553.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,49.17357,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,Vehicle Driver,64,49.17357,64.0,1118.194292374,MELB - Outer,Greater Melbourne
Y24H5760511,Y24H5760511P04,Y24H5760511P04JTW0085,Weekday,FROM_HOME,Y24H5760511P04S01,411,Wyndham (C),TO_WORK,Y24H5760511P04S02,510.0,Melbourne (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,411.0,480.0,,,,,,,,,,,,,,470.0,510.0,,,,,,,,,,,,,,29.00602,6.49514,,,,,,,,,,,,,,59.0,30.0,,,,,,,,,,,,,,Vehicle Driver,89,35.50116,99.0,900.403300052,MELB - Outer,Greater Melbourne
Y24H5760525,Y24H5760525P02,Y24H5760525P02JTW0086,Weekday,FROM_HOME,Y24H5760525P02S01,453,Wyndham (C),TO_WORK,Y24H5760525P02S04,537.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Train,Walking,,,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Place of education,Transport Feature,Transport Feature,Personal services,,,,,,,,,,,,453.0,490.0,502.0,531.0,,,,,,,,,,,,484.0,492.0,531.0,537.0,,,,,,,,,,,,16.78069,0.3877,9.73562,0.4499,,,,,,,,,,,,31.0,2.0,29.0,6.0,,,,,,,,,,,,Train,68,27.35391,84.0,463.590462638,MELB - Outer,Greater Melbourne
Y24H5760533,Y24H5760533P01,Y24H5760533P01JTW0087,Weekday,FROM_HOME,Y24H5760533P01S01,508,Wyndham (C),TO_WORK,Y24H5760533P01S01,543.0,Melbourne (C),Motorcycle,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,27.62234,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Motorcycle,35,27.62234,35.0,237.84710847,MELB - Outer,Greater Melbourne
Y24H5760533,Y24H5760533P02,Y24H5760533P02JTW0088,Weekday,FROM_HOME,Y24H5760533P02S01,493,Wyndham (C),TO_WORK,Y24H5760533P02S02,534.0,Maribyrnong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Retail venue,,,,,,,,,,,,,,493.0,499.0,,,,,,,,,,,,,,494.0,534.0,,,,,,,,,,,,,,0.92617,24.74559,,,,,,,,,,,,,,1.0,35.0,,,,,,,,,,,,,,Vehicle Driver,36,25.67176,41.0,564.160356736,MELB - Outer,Greater Melbourne
Y24H5760534,Y24H5760534P03,Y24H5760534P03JTW0089,Weekend,FROM_HOME,Y24H5760534P03S01,310,Wyndham (C),TO_WORK,Y24H5760534P03S01,345.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,24.68133,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,24.68133,35.0,808.62788728,MELB - Outer,Greater Melbourne
