tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H5940131P01T01,Y24H5940131,Y24H5940131P01,1,5,315,5,350,Accommodation,Survey Home,At Home,Go home,Frankston (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),35,35.0,25.66212,Vehicle Driver,Work Related,490,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25.66212,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1369.546593284,1380.554361587,1394.509603218,3139.26126876,1724.272326941,1242.593495028,1586.41209389,1391.312750474,0.0,1391.010916769,1578.024142643,MELB - Outer,Greater Melbourne,Weekday,5.25,5.833333333333333,0,0,0,Early Morning (0-6],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940131,60->69,Male,Never,220999.0,Moderate,Outer
Y24H5940131P03T01,Y24H5940131,Y24H5940131P03,1,5,330,6,360,Accommodation,Survey Home,At Home,Go home,Frankston (C),Place of work,My Workplace,Work Related,Own Workplace,Kingston (C),30,30.0,20.8613,Vehicle Driver,Work Related,510,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20.8613,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1593.119952008,1614.883719169,1496.117016042,3876.239389922,1652.597767075,1499.258785899,1805.411100248,1695.94889413,0.0,1844.582108423,1966.058214246,MELB - Outer,Greater Melbourne,Weekday,5.5,6.0,0,0,0,Early Morning (0-6],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940131,30->39,Male,Never,220999.0,Moderate,Outer
Y24H5940137P01T03,Y24H5940137,Y24H5940137P01,3,8,504,8,512,Retail venue,Supermarket,Buy Something,Bought something,Monash (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),8,8.0,4.34456,Vehicle Driver,Work Related,333,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.34456,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1512.477906184,1539.268265853,1459.25440489,2877.81178235,1934.109548921,1523.980121747,1974.572378148,1527.383327317,0.0,1358.268812564,1307.152586853,MELB - Outer,Greater Melbourne,Weekday,8.4,8.533333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940137,40->49,Male,Never,142999.0,Limited,Outer
Y24H5940137P01T05,Y24H5940137,Y24H5940137P01,5,14,876,14,887,Retail venue,Shopping Centre,Social,Ate or drank,Monash (C),Place of work,My Workplace,Work Related,Own Workplace,Monash (C),11,11.0,5.99213,Vehicle Driver,Work Related,136,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.99213,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1512.477906184,1539.268265853,1459.25440489,2877.81178235,1934.109548921,1523.980121747,1974.572378148,1527.383327317,0.0,1358.268812564,1307.152586853,MELB - Outer,Greater Melbourne,Weekday,14.6,14.783333333333333,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5940137,40->49,Male,Never,142999.0,Limited,Outer
Y24H5940204P01T01,Y24H5940204,Y24H5940204P01,1,9,588,9,596,Accommodation,Survey Home,At Home,Go home,Maroondah (C),Place of work,My Workplace,Work Related,Own Workplace,Whitehorse (C),8,8.0,3.57465,Vehicle Driver,Work Related,446,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.57465,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,342.049063979,0.0,414.329403117,468.37426481,472.386892476,318.651843184,369.101430213,378.837995099,320.176998559,349.136967881,364.735890149,MELB - Middle,Greater Melbourne,Weekday,9.8,9.933333333333334,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940204,50->59,Female,Occasional,142999.0,Moderate,Middle
Y24H5940217P02T01,Y24H5940217,Y24H5940217P02,1,7,420,7,460,Accommodation,Survey Home,At Home,Go home,Maroondah (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),40,40.0,33.41541,Vehicle Driver,Work Related,440,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33.41541,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,643.052743018,0.0,710.246899809,816.859069061,755.696804197,664.194868398,785.250118983,823.672089079,644.419022976,623.549042382,746.492479033,MELB - Middle,Greater Melbourne,Weekday,7.0,7.666666666666667,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940217,40->49,Female,Occasional,220999.0,Moderate,Middle
Y24H5940218P01T03,Y24H5940218,Y24H5940218P01,3,7,428,7,468,Accommodation,Survey Home,At Home,Go home,Maroondah (C),Place of work,My Workplace,Work Related,Own Workplace,Glen Eira (C),40,40.0,24.62031,Vehicle Driver,Work Related,434,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24.62031,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,405.793871009,0.0,461.920326059,476.845351355,554.288510846,420.092617222,477.720962604,397.768839302,411.310335508,400.284704681,418.73441328,MELB - Middle,Greater Melbourne,Weekday,7.133333333333334,7.8,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940218,40->49,Female,Never,29899.0,Limited,Middle
Y24H5940218P01T05,Y24H5940218,Y24H5940218P01,5,15,912,15,921,Transport Feature,On-Street Feature,Other Purpose,Other (NEC),Glen Eira (C),Place of work,My Workplace,Work Related,Own Workplace,Glen Eira (C),9,9.0,1.46549,Vehicle Driver,Work Related,376,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.46549,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,405.793871009,0.0,461.920326059,476.845351355,554.288510846,420.092617222,477.720962604,397.768839302,411.310335508,400.284704681,418.73441328,MELB - Middle,Greater Melbourne,Weekday,15.2,15.35,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940218,40->49,Female,Never,29899.0,Limited,Middle
Y24H5940222P01T01,Y24H5940222,Y24H5940222P01,1,7,450,8,480,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Knox (C),30,30.0,12.99094,Vehicle Driver,Work Related,540,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.99094,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1078.652882144,897.865278871,1187.251358485,916.976949263,2122.485706912,1110.608395164,1004.755074342,2322.84585422,0.0,1038.852914762,890.797948193,MELB - Middle,Greater Melbourne,Weekday,7.5,8.0,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940222,60->69,Male,Never,220999.0,Moderate,Middle
Y24H5940222P02T01,Y24H5940222,Y24H5940222P02,1,9,542,9,547,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,Another workplace or site,Work Related,Employers Business,Whitehorse (C),5,5.0,1.51293,Vehicle Driver,Work Related,43,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.51293,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,9.033333333333333,9.116666666666667,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T02,Y24H5940222,Y24H5940222P02,2,9,590,10,603,Place of work,Another workplace or site,Work Related,Employers Business,Whitehorse (C),Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),13,13.0,10.5855,Vehicle Driver,Work Related,141,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.5855,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,9.833333333333334,10.05,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T03,Y24H5940222,Y24H5940222P02,3,12,744,12,757,Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),13,13.0,6.22757,Vehicle Driver,Work Related,34,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.22757,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,12.4,12.616666666666667,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T04,Y24H5940222,Y24H5940222P02,4,13,791,13,800,Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),9,9.0,4.2076,Vehicle Driver,Work Related,26,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.2076,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,13.183333333333334,13.333333333333334,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T06,Y24H5940222,Y24H5940222P02,6,13,833,14,841,Retail venue,Fast Food,Social,Ate or drank,Glen Eira (C),Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),8,8.0,3.53302,Vehicle Driver,Work Related,28,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.53302,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,13.883333333333333,14.016666666666667,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T07,Y24H5940222,Y24H5940222P02,7,14,869,15,919,Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),Place of work,Another workplace or site,Work Related,Employers Business,Banyule (C),50,50.0,25.65913,Vehicle Driver,Work Related,62,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,50,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25.65913,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,14.483333333333333,15.316666666666666,0,0,0,Evening Peak (15-19],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940222P02T08,Y24H5940222,Y24H5940222P02,8,16,981,16,991,Place of work,Another workplace or site,Work Related,Employers Business,Banyule (C),Place of work,Another workplace or site,Work Related,Employers Business,Banyule (C),10,10.0,4.03433,Vehicle Driver,Work Related,28,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.03433,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,956.425987584,834.20888591,1031.139886423,847.786967039,1819.736130007,1028.045242068,901.120672991,1920.954308708,0.0,1035.031623966,829.208253886,MELB - Middle,Greater Melbourne,Weekday,16.35,16.516666666666666,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940222,30->39,Female,Never,220999.0,Moderate,Middle
Y24H5940230P02T01,Y24H5940230,Y24H5940230P02,1,10,619,10,659,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),40,40.0,23.73319,Vehicle Driver,Work Related,351,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.73319,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,325.791723139,439.503950139,419.134414125,343.889939724,433.325493735,358.436662557,312.923608895,391.742854089,0.0,329.57203717,279.151821569,MELB - Middle,Greater Melbourne,Weekday,10.316666666666666,10.983333333333333,0,0,0,Late Morning (9-12],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940230,20->29,Male,Never,23399.0,Limited,Middle
Y24H5940233P02T01,Y24H5940233,Y24H5940233P02,1,7,440,8,481,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,Another workplace or site,Work Related,Employers Business,Melbourne (C),41,41.0,29.63837,Vehicle Driver,Work Related,141,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,41,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,29.63837,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,444.046310834,390.744670172,537.012786334,403.035635935,309.935676993,553.83954992,463.476755081,881.527693696,0.0,443.4060618,489.822139055,MELB - Middle,Greater Melbourne,Weekday,7.333333333333333,8.016666666666667,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5940233,40->49,Female,Frequent,194999.0,Limited,Middle
Y24H5940235P01T01,Y24H5940235,Y24H5940235P01,1,9,573,9,596,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Accommodation,Someone Elses Home,Work Related,Employers Business,Monash (C),23,23.0,14.05139,Vehicle Driver,Work Related,8,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14.05139,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,532.067899295,546.903758543,644.235256521,618.739932163,660.659382198,572.422286342,499.791091956,756.561876698,0.0,538.146436222,493.919972178,MELB - Middle,Greater Melbourne,Weekend,9.55,9.933333333333334,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940235,40->49,Male,Never,142999.0,Limited,Middle
Y24H5940235P01T05,Y24H5940235,Y24H5940235P01,5,11,669,11,675,Retail venue,Retail NEC,Other Purpose,Other (NEC),Monash (C),Accommodation,Someone Elses Home,Work Related,Employers Business,Monash (C),6,6.0,1.71144,Vehicle Driver,Work Related,4,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.71144,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,532.067899295,546.903758543,644.235256521,618.739932163,660.659382198,572.422286342,499.791091956,756.561876698,0.0,538.146436222,493.919972178,MELB - Middle,Greater Melbourne,Weekend,11.15,11.25,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940235,40->49,Male,Never,142999.0,Limited,Middle
Y24H5940235P01T08,Y24H5940235,Y24H5940235P01,8,11,705,12,740,Accommodation,Someone Elses Home,Other Purpose,Other (NEC),Kingston (C),Accommodation,Someone Elses Home,Work Related,Employers Business,Monash (C),35,35.0,8.03722,Vehicle Driver,Work Related,2,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.03722,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,532.067899295,546.903758543,644.235256521,618.739932163,660.659382198,572.422286342,499.791091956,756.561876698,0.0,538.146436222,493.919972178,MELB - Middle,Greater Melbourne,Weekend,11.75,12.333333333333334,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Long (20-40],Y24H5940235,40->49,Male,Never,142999.0,Limited,Middle
Y24H5940235P01T12,Y24H5940235,Y24H5940235P01,12,16,998,17,1023,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Accommodation,Someone Elses Home,Work Related,Employers Business,Whitehorse (C),25,25.0,12.04364,Vehicle Driver,Work Related,8,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.04364,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,532.067899295,546.903758543,644.235256521,618.739932163,660.659382198,572.422286342,499.791091956,756.561876698,0.0,538.146436222,493.919972178,MELB - Middle,Greater Melbourne,Weekend,16.633333333333333,17.05,0,0,0,Evening Peak (15-19],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940235,40->49,Male,Never,142999.0,Limited,Middle
Y24H5940235P01T15,Y24H5940235,Y24H5940235P01,15,17,1060,18,1088,Transport Feature,On-Street Feature,Other Purpose,Other (NEC),Maroondah (C),Accommodation,Someone Elses Home,Work Related,Employers Business,Whitehorse (C),28,28.0,12.85237,Vehicle Driver,Work Related,20,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,28,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.85237,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,532.067899295,546.903758543,644.235256521,618.739932163,660.659382198,572.422286342,499.791091956,756.561876698,0.0,538.146436222,493.919972178,MELB - Middle,Greater Melbourne,Weekend,17.666666666666668,18.133333333333333,0,1,0,Evening Peak (15-19],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940235,40->49,Male,Never,142999.0,Limited,Middle
Y24H5940409P01T01,Y24H5940409,Y24H5940409P01,1,6,370,6,385,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),15,15.0,7.71551,Vehicle Driver,Work Related,545,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.71551,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1014.875455996,1062.084295025,1710.633930812,998.791046148,1201.922390503,962.804198621,989.982335107,937.857803044,1189.318431342,1287.532156259,0.0,MELB - Outer,Greater Melbourne,Weekday,6.166666666666667,6.416666666666667,0,0,0,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5940409,50->59,Male,Never,194999.0,Moderate,Outer
Y24H5940409P02T01,Y24H5940409,Y24H5940409P02,1,7,450,7,470,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),20,20.0,9.08398,Vehicle Driver,Work Related,280,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.08398,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,943.522454774,981.20225512,1670.448118006,920.151542752,1033.620095055,956.894652565,995.270134059,935.529611517,1011.481708083,1183.705326819,0.0,MELB - Outer,Greater Melbourne,Weekday,7.5,7.833333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5940409,50->59,Female,Never,194999.0,Moderate,Outer
Y24H5940409P03T01,Y24H5940409,Y24H5940409P03,1,5,345,6,360,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),15,15.0,7.43444,Vehicle Driver,Work Related,360,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.43444,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,557.612826478,656.533772044,917.20357102,554.9841222,548.736201933,576.313622849,565.697880963,706.178722749,619.352678419,644.762871272,0.0,MELB - Outer,Greater Melbourne,Weekday,5.75,6.0,0,0,0,Early Morning (0-6],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5940409,20->29,Male,Never,194999.0,Moderate,Outer
Y24H5940411P01T01,Y24H5940411,Y24H5940411P01,1,12,720,12,725,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),5,5.0,2.17729,Vehicle Driver,Work Related,295,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.17729,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1699.975893871,1737.256639186,1766.717686975,1624.063403013,2237.314887689,1729.648592046,1798.953141236,2290.510040566,1561.738328483,2232.345233679,0.0,MELB - Outer,Greater Melbourne,Weekday,12.0,12.083333333333334,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940411,50->59,Female,Never,285999.0,Moderate,Outer
Y24H5940411P02T01,Y24H5940411,Y24H5940411P02,1,8,495,8,525,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),30,30.0,13.13677,Vehicle Driver,Work Related,510,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.13677,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1028.035390225,1055.170390747,1206.640117426,1021.462336702,1198.182710168,1091.80844683,1157.72127282,1215.465224113,893.469423136,1362.65161041,0.0,MELB - Outer,Greater Melbourne,Weekday,8.25,8.75,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940411,50->59,Male,Never,285999.0,Moderate,Outer
Y24H5940411P03T01,Y24H5940411,Y24H5940411P03,1,12,720,12,750,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Moonee Valley (C),30,30.0,23.10648,Vehicle Driver,Work Related,540,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.10648,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,770.604601217,888.815089323,808.801681111,763.479659769,826.152087465,845.148962665,841.825550498,1287.822373627,681.578429643,930.668452329,0.0,MELB - Outer,Greater Melbourne,Weekday,12.0,12.5,0,0,0,Afternoon (12-15],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940411,20->29,Male,Never,285999.0,Moderate,Outer
