tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H5940411P05T01,Y24H5940411,Y24H5940411P05,1,12,720,12,725,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),5,5.0,2.17729,Vehicle Driver,Work Related,475,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.17729,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,784.412609978,906.041093181,801.461136416,764.091512522,874.354215524,849.363895077,847.935019519,1433.80337374,678.026469746,948.337668849,0.0,MELB - Outer,Greater Melbourne,Weekday,12.0,12.083333333333334,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940411,20->29,Female,Never,285999.0,Moderate,Outer
Y24H5940417P01T03,Y24H5940417,Y24H5940417P01,3,11,660,11,710,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Loddon (S),Place of work,Another workplace or site,Work Related,Own Workplace,Greater Bendigo (C),50,50.0,48.46205,Vehicle Driver,Work Related,70,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,50,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,48.46205,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,464.696039704,487.99495918,696.406988752,435.012164561,431.281131182,626.11241516,591.775324977,435.524265605,596.392581471,505.536876865,0.0,MELB - Outer,Greater Melbourne,Weekday,11.0,11.833333333333334,0,0,0,Late Morning (9-12],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940417,60->69,Male,Never,142999.0,Moderate,Outer
Y24H5940417P01T05,Y24H5940417,Y24H5940417P01,5,14,845,15,900,Retail venue,Petrol Station,Personal Business,Personal Business (NEC),Brimbank (C),Place of work,My Workplace,Work Related,Own Workplace,Banyule (C),55,55.0,42.24702,Vehicle Driver,Work Related,300,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,42.24702,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,464.696039704,487.99495918,696.406988752,435.012164561,431.281131182,626.11241516,591.775324977,435.524265605,596.392581471,505.536876865,0.0,MELB - Outer,Greater Melbourne,Weekday,14.083333333333334,15.0,0,0,0,Afternoon (12-15],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940417,60->69,Male,Never,142999.0,Moderate,Outer
Y24H5940419P01T01,Y24H5940419,Y24H5940419P01,1,6,390,7,430,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),40,40.0,17.66538,Vehicle Driver,Work Related,500,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17.66538,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2390.644291228,2970.424388139,2713.151798096,2232.962181071,2132.695245039,2726.308074707,2446.844849851,3502.660610371,2366.150093446,2867.539826311,0.0,MELB - Outer,Greater Melbourne,Weekday,6.5,7.166666666666667,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940419,50->59,Male,Never,450000.0,Moderate,Outer
Y24H5940419P02T01,Y24H5940419,Y24H5940419P02,1,8,510,8,517,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),7,7.0,2.18996,Vehicle Driver,Work Related,443,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.18996,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1174.622970188,1328.454657222,1256.308972835,1119.588849173,1185.717500261,1296.766606703,1265.048065379,1853.533540743,1098.358327218,1520.742558104,0.0,MELB - Outer,Greater Melbourne,Weekday,8.5,8.616666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940419,30->39,Female,Never,450000.0,Moderate,Outer
Y24H5940419P03T01,Y24H5940419,Y24H5940419P03,1,6,390,6,394,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),4,4.0,6.89642,Vehicle Driver,Work Related,416,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.89642,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1846.302371475,2078.059080931,1839.157078321,1751.829635622,1946.025536174,1996.84869376,1909.603460898,2782.972357613,1902.552371576,2365.54131222,0.0,MELB - Outer,Greater Melbourne,Weekday,6.5,6.566666666666666,0,0,0,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5940419,30->39,Male,Never,450000.0,Moderate,Outer
Y24H5940419P04T01,Y24H5940419,Y24H5940419P04,1,6,390,7,430,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of work,My Workplace,Work Related,Own Workplace,Merri-bek (C),40,40.0,17.98436,Vehicle Driver,Work Related,470,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17.98436,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2449.681095472,2482.227019697,2705.637356322,2412.108930942,2447.938289571,2741.250689605,2563.110083717,3744.790236182,2167.379779406,3490.825442055,0.0,MELB - Outer,Greater Melbourne,Weekday,6.5,7.166666666666667,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5940419,50->59,Male,Never,450000.0,Moderate,Outer
Y24H5940501P01T02,Y24H5940501,Y24H5940501P01,2,8,495,8,510,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Macedon Ranges (S),Place of work,Another workplace or site,Work Related,Own Workplace,Macedon Ranges (S),15,15.0,21.1776,Vehicle Driver,Work Related,480,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21.1776,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,339.221683821,570.608792857,273.559306824,312.507348532,369.19820141,351.724841306,332.49189705,279.34521363,396.093854081,0.0,338.245059737,MELB - Outer,Greater Melbourne,Weekday,8.25,8.5,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Medium (10-20],Y24H5940501,40->49,Male,Never,194999.0,Limited,Outer
Y24H5940501P02T03,Y24H5940501,Y24H5940501P02,3,9,573,9,585,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Macedon Ranges (S),12,12.0,11.11357,Vehicle Driver,Work Related,327,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.11357,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,373.002178134,513.999376264,313.06693593,351.698693966,434.082018269,369.477602355,369.139434925,276.990026349,411.189626441,0.0,373.133756005,MELB - Outer,Greater Melbourne,Weekday,9.55,9.75,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H5940501,40->49,Female,Never,194999.0,Limited,Outer
Y24H5940502P02T02,Y24H5940502,Y24H5940502P02,2,7,437,8,500,Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),63,60.0,41.08762,Train,Work Related,300,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,52,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.08177,40.309,0.69685,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,375.800305995,682.825966418,295.403280483,360.050530494,358.580576924,433.033209873,356.662984217,362.714554609,428.906152097,0.0,317.850269258,MELB - Outer,Greater Melbourne,Weekday,7.283333333333333,8.333333333333334,1,0,1,Morning Peak (6-9],Very Long (40+),Mandatory,Public,Very Long (40+),Y24H5940502,40->49,Male,Frequent,23399.0,Limited,Outer
Y24H5940502P02T03,Y24H5940502,Y24H5940502P02,3,13,800,13,810,Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),Place of work,Another workplace or site,Work Related,Employers Business,Melbourne (C),10,10.0,1.20289,Tram,Work Related,95,Walking,Tram,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,4,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.32175,0.69959,0.18155,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,375.800305995,682.825966418,295.403280483,360.050530494,358.580576924,433.033209873,356.662984217,362.714554609,428.906152097,0.0,317.850269258,MELB - Outer,Greater Melbourne,Weekday,13.333333333333334,13.5,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Public,Short (0-10],Y24H5940502,40->49,Male,Frequent,23399.0,Limited,Outer
Y24H5940502P02T04,Y24H5940502,Y24H5940502P02,4,15,905,15,920,Place of work,Another workplace or site,Work Related,Employers Business,Melbourne (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),15,11.0,1.22472,Tram,Work Related,55,Walking,Tram,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,5,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.18155,0.7228,0.32037,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,375.800305995,682.825966418,295.403280483,360.050530494,358.580576924,433.033209873,356.662984217,362.714554609,428.906152097,0.0,317.850269258,MELB - Outer,Greater Melbourne,Weekday,15.083333333333334,15.333333333333334,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Public,Medium (10-20],Y24H5940502,40->49,Male,Frequent,23399.0,Limited,Outer
Y24H5940503P01T05,Y24H5940503,Y24H5940503P01,5,13,820,14,880,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),60,60.0,75.83662,Vehicle Driver,Work Related,145,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,75.83662,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,497.263134442,776.702484272,652.854063947,486.692647508,576.587605702,462.526979088,489.950237081,313.10967315,559.418347931,0.0,516.659611022,MELB - Outer,Greater Melbourne,Weekday,13.666666666666666,14.666666666666666,0,0,0,Afternoon (12-15],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940503,50->59,Female,Occasional,285999.0,Limited,Outer
Y24H5940508P01T03,Y24H5940508,Y24H5940508P01,3,10,600,11,660,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),60,60.0,75.04723,Vehicle Driver,Work Related,660,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,75.04723,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,184.992276408,405.824578052,202.399573213,169.502522154,171.011803187,186.185049555,183.825217677,169.93730178,196.342657715,0.0,136.516332057,MELB - Outer,Greater Melbourne,Weekday,10.0,11.0,0,0,0,Late Morning (9-12],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940508,30->39,Male,Never,97499.0,Limited,Outer
Y24H5940520P01T01,Y24H5940520,Y24H5940520P01,1,17,1050,18,1110,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),60,60.0,76.32331,Vehicle Driver,Work Related,240,Vehicle Driver,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,54,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,75.97545,0.34786,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,415.611389975,835.292827113,492.195243219,420.608711435,384.637478609,430.68502451,415.265107164,326.307073946,439.86976959,0.0,369.720722356,MELB - Outer,Greater Melbourne,Weekend,17.5,18.5,0,1,0,Evening Peak (15-19],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940520,50->59,Male,Never,285999.0,Moderate,Outer
Y24H5940522P02T03,Y24H5940522,Y24H5940522P02,3,9,578,11,662,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),84,81.0,66.61907,Train,Work Related,400,Vehicle Passenger,Train,Walking,Tram,Walking,Not applicable,Not applicable,Not applicable,Not applicable,7,55,4,9,6,Not applicable,Not applicable,Not applicable,Not applicable,3.23974,60.72641,0.34469,1.89217,0.41606,Not applicable,Not applicable,Not applicable,Not applicable,589.665588787,0.0,682.693533543,591.763202761,690.441174537,586.973771875,586.67317462,402.190870056,662.238491923,1096.489773149,564.043710195,MELB - Outer,Greater Melbourne,Weekday,9.633333333333333,11.033333333333333,0,0,0,Late Morning (9-12],Very Long (40+),Mandatory,Public,Very Long (40+),Y24H5940522,50->59,Male,Frequent,363999.0,Limited,Outer
Y24H5940525P02T01,Y24H5940525,Y24H5940525P02,1,6,390,7,455,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),65,65.0,72.34202,Vehicle Driver,Work Related,447,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,65,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,72.34202,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,286.301856224,0.0,338.296538171,286.187297277,263.501686997,252.520956397,263.446490593,228.326982963,322.038646733,888.665004967,322.342736268,MELB - Outer,Greater Melbourne,Weekday,6.5,7.583333333333333,0,0,0,Morning Peak (6-9],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5940525,30->39,Female,Frequent,363999.0,Limited,Outer
Y24H5940531P02T02,Y24H5940531,Y24H5940531P02,2,8,487,8,517,Accommodation,Survey Home,At Home,Go home,Macedon Ranges (S),Place of work,My Workplace,Work Related,Own Workplace,Melton (S),30,30.0,35.12921,Vehicle Driver,Work Related,411,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35.12921,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,348.002386513,0.0,385.284015036,234.091424108,409.980287698,254.485935936,390.757271177,338.698270686,346.481954223,1089.185394311,499.737287497,MELB - Outer,Greater Melbourne,Weekday,8.116666666666667,8.616666666666667,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H5940531,20->29,Female,Never,116999.0,Limited,Outer
