tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H6140302P06T01,Y24H6140302,Y24H6140302P06,1,8,507,8,511,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),4,4.0,1.61203,Vehicle Passenger,Education,426,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.61203,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,556.785543797,770.03498825,705.305215453,614.419210091,554.315957909,579.455071051,596.068535266,629.966906376,0.0,639.244042029,703.423024689,MELB - Inner,Greater Melbourne,Weekday,8.45,8.516666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140302,0->9,Female,Student,363999.0,Limited,Inner
Y24H6140303P04T01,Y24H6140303,Y24H6140303P04,1,8,485,8,515,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Secondary School,Education,At school,Melbourne (C),30,27.0,4.35697,Tram,Education,430,Walking,Tram,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,12,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.62029,2.87018,0.8665,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,306.537200195,262.578414437,332.487504631,384.470907213,341.978990441,307.740186233,313.787940641,409.623489498,0.0,399.807323447,303.917541524,MELB - Inner,Greater Melbourne,Weekday,8.083333333333334,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Public,Long (20-40],Y24H6140303,10->19,Female,Student,285999.0,Limited,Inner
Y24H6140303P04T02,Y24H6140303,Y24H6140303P04,2,15,945,16,978,Place of education,Secondary School,Education,At school,Melbourne (C),Place of education,Education NEC,Education,At school,Greater Dandenong (C),33,32.0,33.44192,School Bus,Education,342,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,31,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.01524,33.42668,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,306.537200195,262.578414437,332.487504631,384.470907213,341.978990441,307.740186233,313.787940641,409.623489498,0.0,399.807323447,303.917541524,MELB - Inner,Greater Melbourne,Weekday,15.75,16.3,0,0,0,Evening Peak (15-19],Long (20-40],Mandatory,Public,Long (20-40],Y24H6140303,10->19,Female,Student,285999.0,Limited,Inner
Y24H6140310P02T01,Y24H6140310,Y24H6140310P02,1,8,520,8,537,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Secondary School,Education,At school,Port Phillip (C),17,17.0,1.401,Walking,Education,363,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.401,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,185.814526174,184.84852996,193.250464026,232.447706164,214.945626613,198.9735769,199.101455405,223.974395059,0.0,227.888633205,216.191379654,MELB - Inner,Greater Melbourne,Weekday,8.666666666666666,8.95,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6140310,10->19,Female,Student,71499.0,Limited,Inner
Y24H6140310P03T01,Y24H6140310,Y24H6140310P03,1,8,525,9,540,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Secondary School,Education,At school,Port Phillip (C),15,15.0,1.401,Walking,Education,360,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.401,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,399.031037925,445.92832507,423.973772967,449.212789174,452.766758132,620.940985791,423.350585124,433.355558431,0.0,379.89225359,437.997296589,MELB - Inner,Greater Melbourne,Weekday,8.75,9.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6140310,10->19,Male,Student,71499.0,Limited,Inner
Y24H6140313P01T01,Y24H6140313,Y24H6140313P01,1,8,510,9,555,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Education NEC,Education,Education (NEC),Monash (C),45,45.0,20.63675,Vehicle Driver,Education,375,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,45,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20.63675,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,427.469806453,423.13377932,488.933333501,501.780808274,444.763792476,565.414569155,434.37780819,538.18195285,0.0,445.322924692,400.400724147,MELB - Inner,Greater Melbourne,Weekend,8.5,9.25,1,0,1,Late Morning (9-12],Long (20-40],Mandatory,Private,Very Long (40+),Y24H6140313,50->59,Male,Other,142999.0,Limited,Inner
Y24H6140329P03T01,Y24H6140329,Y24H6140329P03,1,8,480,8,495,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),15,15.0,5.30046,Vehicle Passenger,Education,420,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.30046,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,407.974612491,455.243983381,407.745154912,463.297712762,450.363292702,399.625366948,426.102243397,0.0,448.0693116,526.991828708,511.713863282,MELB - Inner,Greater Melbourne,Weekday,8.0,8.25,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6140329,10->19,Male,Student,363999.0,Limited,Inner
Y24H6140329P04T01,Y24H6140329,Y24H6140329P04,1,8,480,8,495,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),15,15.0,5.30046,Vehicle Passenger,Education,420,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.30046,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,479.362528839,556.214931536,502.379931018,577.840308966,521.294577825,501.279704674,531.385239378,0.0,442.347792342,561.361895154,587.478179394,MELB - Inner,Greater Melbourne,Weekday,8.0,8.25,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6140329,0->9,Female,Student,363999.0,Limited,Inner
Y24H6140330P03T01,Y24H6140330,Y24H6140330P03,1,8,526,8,530,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),4,4.0,0.25241,Walking,Education,406,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.25241,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,461.1755876,618.91146719,448.610754213,553.017933263,503.476620607,604.769286994,505.479742801,0.0,362.979257411,492.700799233,606.410140347,MELB - Inner,Greater Melbourne,Weekday,8.766666666666667,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H6140330,0->9,Female,Student,363999.0,Moderate,Inner
Y24H6140405P03T01,Y24H6140405,Y24H6140405P03,1,8,510,8,517,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Primary School,Education,At school,Merri-bek (C),7,7.0,0.18391,Walking,Education,460,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.18391,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,323.857754428,505.798782703,289.612952347,337.424830534,321.134110296,310.861653333,396.300167937,0.0,322.912349617,328.073716737,400.177724616,MELB - Inner,Greater Melbourne,Weekday,8.5,8.616666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H6140405,0->9,Male,Student,194999.0,Limited,Inner
Y24H6140415P03T01,Y24H6140415,Y24H6140415P03,1,8,510,8,525,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Secondary School,Education,At school,Merri-bek (C),15,15.0,1.53582,Walking,Education,405,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.53582,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,244.040179562,350.275986478,233.231604283,254.841231775,250.381196133,336.143389135,351.509365932,0.0,217.10770719,229.247541601,250.136165095,MELB - Inner,Greater Melbourne,Weekday,8.5,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6140415,10->19,Female,Student,142999.0,Limited,Inner
Y24H6140440P02T01,Y24H6140440,Y24H6140440P02,1,8,488,8,498,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Secondary School,Education,At school,Merri-bek (C),10,10.0,2.41123,Vehicle Passenger,Education,422,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.41123,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,868.838136197,1270.73071868,989.196966749,883.282255001,910.820285125,706.903514877,0.0,1053.419904344,963.826011379,826.592932795,918.504661063,MELB - Inner,Greater Melbourne,Weekday,8.133333333333333,8.3,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140440,10->19,Female,Student,97499.0,Limited,Inner
Y24H6146122P03T01,Y24H6146122,Y24H6146122P03,1,8,480,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Special School,Education,At school,Greater Shepparton (C),30,29.0,24.21955,School Bus,Education,420,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.24657,23.97298,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,141.651595727,0.0,153.470763035,180.464278548,197.586900433,138.400088363,186.54332143,179.50956784,156.302589144,141.117352465,116.670831685,Other,Shepparton SA4,Weekday,8.0,8.5,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Public,Long (20-40],Y24H6146122,10->19,Male,Student,29899.0,Moderate,Regional
Y24H6146122P04T01,Y24H6146122,Y24H6146122P04,1,7,460,8,495,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Secondary School,Education,At school,Greater Shepparton (C),35,35.0,23.58592,School Bus,Education,435,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.58592,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,142.11796583,0.0,144.466519154,180.490660154,189.143459215,139.647188863,187.481934169,187.176433055,154.549810403,141.511974991,124.427198526,Other,Shepparton SA4,Weekday,7.666666666666667,8.25,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Public,Long (20-40],Y24H6146122,10->19,Female,Student,29899.0,Moderate,Regional
Y24H6146137P03T01,Y24H6146137,Y24H6146137P03,1,7,465,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Secondary School,Education,At school,Greater Shepparton (C),45,32.0,25.44717,School Bus,Education,421,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,28,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.25168,25.19549,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76.92837379,0.0,85.208123822,89.681150494,70.801461505,83.121793122,87.55207728,101.838364888,89.302022297,76.548693872,83.400709819,Other,Shepparton SA4,Weekday,7.75,8.5,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Public,Long (20-40],Y24H6146137,10->19,Female,Student,142999.0,Moderate,Regional
Y24H6146140P04T01,Y24H6146140,Y24H6146140P04,1,7,440,8,500,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Secondary School,Education,At school,Campaspe (S),60,55.0,26.51671,School Bus,Education,460,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,50,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.39305,26.12366,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,94.057197545,0.0,90.943770625,96.365658796,101.025989007,96.551563135,114.749753913,95.513236946,98.788096754,94.151856385,146.797664279,Other,Shepparton SA4,Weekday,7.333333333333333,8.333333333333334,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Public,Very Long (40+),Y24H6146140,10->19,Female,Student,97499.0,Limited,Regional
Y24H6146204P03T01,Y24H6146204,Y24H6146204P03,1,8,505,8,515,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),10,10.0,0.86161,Walking,Education,406,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.86161,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,96.143498021,99.16511432,96.342851123,138.778717722,82.510854709,94.64975657,118.34687516,110.565494863,101.906984612,94.039638569,0.0,Other,Shepparton SA4,Weekday,8.416666666666666,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H6146204,10->19,Female,Student,220999.0,Limited,Regional
Y24H6146204P04T01,Y24H6146204,Y24H6146204P04,1,8,505,8,515,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),10,10.0,0.86161,Walking,Education,406,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.86161,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,184.660640061,231.10173503,195.583168756,433.998115812,152.55352495,195.315288437,220.449819078,179.285240929,194.169405094,181.181090505,0.0,Other,Shepparton SA4,Weekday,8.416666666666666,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H6146204,0->9,Female,Student,220999.0,Limited,Regional
Y24H6146204P05T01,Y24H6146204,Y24H6146204P05,1,8,516,8,517,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),1,1.0,0.86161,Vehicle Passenger,Education,404,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.86161,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,183.14426683,228.924196504,193.921693042,430.599552636,151.235292563,193.817175573,218.456700913,177.868066975,192.653444066,179.756013546,0.0,Other,Shepparton SA4,Weekday,8.6,8.616666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6146204,0->9,Female,Student,220999.0,Limited,Regional
