tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H5780104P03T01,Y24H5780104,Y24H5780104P03,1,7,470,8,495,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At Uni/Tech,Casey (C),25,25.0,10.08021,Vehicle Driver,Education,470,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.08021,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2584.022843588,2838.572092189,0.0,2917.764568903,2551.312171166,3083.177626092,2899.70330994,2649.159082242,2471.789908935,2806.559772978,3889.473424607,MELB - Outer,Greater Melbourne,Weekday,7.833333333333333,8.25,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5780104,20->29,Female,Student,116999.0,Moderate,Outer
Y24H5780108P03T01,Y24H5780108,Y24H5780108P03,1,8,520,8,525,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),5,5.0,0.84437,Vehicle Passenger,Education,395,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.84437,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1043.122245964,904.120354234,0.0,1242.596947518,1457.343644759,1148.078252451,1428.496231758,1065.480786249,1002.426052573,1025.920034744,1415.225262023,MELB - Outer,Greater Melbourne,Weekday,8.666666666666666,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780108,10->19,Female,Student,71499.0,Limited,Outer
Y24H5780108P04T01,Y24H5780108,Y24H5780108P04,1,8,520,8,525,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),5,5.0,0.84437,Vehicle Passenger,Education,395,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.84437,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1508.803253209,1325.545735876,0.0,2089.652542292,1616.940179745,1792.731381185,1819.37253746,1554.049392707,1473.390024349,1574.673734349,2358.035546807,MELB - Outer,Greater Melbourne,Weekday,8.666666666666666,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780108,0->9,Male,Student,71499.0,Limited,Outer
Y24H5780122P03T02,Y24H5780122,Y24H5780122P03,2,9,551,9,577,Accommodation,Someone Elses Home,Accompany Someone,Accompanied someone,Casey (C),Place of education,Tertiary,Education,At Uni/Tech,Monash (C),26,26.0,28.39779,Vehicle Driver,Education,161,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,28.39779,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1306.190152982,1408.438979863,1545.390946621,0.0,1342.56370838,1574.223200654,1125.340665787,1299.456060104,1368.676632324,1484.029071376,1848.854277617,MELB - Outer,Greater Melbourne,Weekday,9.183333333333334,9.616666666666667,0,0,0,Late Morning (9-12],Long (20-40],Mandatory,Private,Long (20-40],Y24H5780122,10->19,Female,Student,246999.0,Moderate,Outer
Y24H5780140P03T01,Y24H5780140,Y24H5780140P03,1,8,525,8,530,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),5,5.0,1.44678,Vehicle Passenger,Education,385,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.44678,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,679.81296656,587.974259583,825.2671507,0.0,950.843189169,744.020182689,991.899455838,689.504872549,658.947934406,639.50100992,902.51933568,MELB - Outer,Greater Melbourne,Weekday,8.75,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780140,10->19,Male,Student,97499.0,Limited,Outer
Y24H5780140P04T01,Y24H5780140,Y24H5780140P04,1,8,525,8,530,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),5,5.0,1.44678,Vehicle Passenger,Education,385,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.44678,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1275.769248813,1122.210857302,1488.252391061,0.0,1409.780309492,1487.129734628,1650.75739491,1317.120019507,1233.144985978,1310.670496587,1764.832651622,MELB - Outer,Greater Melbourne,Weekday,8.75,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780140,0->9,Male,Student,97499.0,Limited,Outer
Y24H5780204P03T01,Y24H5780204,Y24H5780204P03,1,8,515,8,527,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),12,12.0,2.05924,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.05924,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,938.973172872,935.599606742,1071.825021634,1008.264065707,1347.763454271,0.0,916.471655313,966.536308342,1183.694273145,1069.832180091,1112.176130015,MELB - Middle,Greater Melbourne,Weekday,8.583333333333334,8.783333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5780204,0->9,Male,Student,363999.0,Limited,Middle
Y24H5780204P04T01,Y24H5780204,Y24H5780204P04,1,8,515,8,527,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),12,12.0,2.05924,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.05924,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,979.711376424,995.269732813,1137.41805248,1018.615580415,1458.45918799,0.0,943.632323127,1017.295769141,1144.541755278,1144.928053639,1169.550188073,MELB - Middle,Greater Melbourne,Weekday,8.583333333333334,8.783333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5780204,0->9,Female,Student,363999.0,Limited,Middle
Y24H5780303P02T01,Y24H5780303,Y24H5780303P02,1,8,484,8,494,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Primary School,Education,At school,Glen Eira (C),10,10.0,4.53128,Vehicle Passenger,Education,453,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.53128,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1003.168670816,1298.348410147,995.939491603,1065.814517588,990.026428551,0.0,1054.31849825,915.908299169,1576.465012167,1113.694019066,1147.50119244,MELB - Inner,Greater Melbourne,Weekday,8.066666666666666,8.233333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780303,0->9,Male,Student,84499.0,Limited,Inner
Y24H5780308P03T01,Y24H5780308,Y24H5780308P03,1,7,460,8,480,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Glen Eira (C),20,18.0,2.63604,School Bus,Education,435,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.40593,2.23011,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,380.643957968,381.095544574,369.29996605,419.09264085,469.629914632,0.0,421.438758249,309.395920578,550.33242435,479.733854973,382.916754221,MELB - Inner,Greater Melbourne,Weekday,7.666666666666667,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Public,Medium (10-20],Y24H5780308,10->19,Male,Student,363999.0,Limited,Inner
Y24H5780308P04T01,Y24H5780308,Y24H5780308P04,1,7,460,8,480,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Glen Eira (C),20,18.0,2.63604,School Bus,Education,435,Walking,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.40593,2.23011,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,748.65460476,823.677724689,730.644982235,860.743965504,859.505159095,0.0,866.683848373,675.019361369,844.204391833,1022.001371154,823.786104155,MELB - Inner,Greater Melbourne,Weekday,7.666666666666667,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Public,Medium (10-20],Y24H5780308,10->19,Male,Student,363999.0,Limited,Inner
Y24H5780318P04T01,Y24H5780318,Y24H5780318P04,1,8,480,8,515,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Whitehorse (C),35,35.0,11.12658,School Bus,Education,415,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.12658,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,670.975150962,607.948165491,678.354223778,786.522990598,761.238347791,0.0,776.600957232,1289.967874335,897.390449838,766.376624271,508.683645608,MELB - Inner,Greater Melbourne,Weekday,8.0,8.583333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Long (20-40],Y24H5780318,10->19,Female,Student,194999.0,Moderate,Inner
Y24H5780318P05T01,Y24H5780318,Y24H5780318P05,1,7,470,8,510,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Whitehorse (C),40,40.0,11.12658,School Bus,Education,430,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.12658,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,670.975150962,607.948165491,678.354223778,786.522990598,761.238347791,0.0,776.600957232,1289.967874335,897.390449838,766.376624271,508.683645608,MELB - Inner,Greater Melbourne,Weekday,7.833333333333333,8.5,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Long (20-40],Y24H5780318,10->19,Female,Student,194999.0,Moderate,Inner
Y24H5780324P03T01,Y24H5780324,Y24H5780324P03,1,8,490,8,500,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Port Phillip (C),10,10.0,2.29435,Vehicle Passenger,Education,425,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.29435,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,833.241772968,847.484604731,814.58250833,0.0,978.783644875,855.118927276,1023.343039966,916.049235084,1132.73024601,1081.118036242,776.955220881,MELB - Inner,Greater Melbourne,Weekday,8.166666666666666,8.333333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780324,10->19,Male,Student,363999.0,Limited,Inner
Y24H5780324P04T01,Y24H5780324,Y24H5780324P04,1,8,515,8,525,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Primary School,Education,At school,Bayside (C),10,10.0,2.84059,Vehicle Passenger,Education,407,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.84059,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,652.626830973,737.965329006,645.266653902,0.0,739.425377219,677.321842627,771.458271493,683.545956544,1234.51499817,637.223253852,578.937158529,MELB - Inner,Greater Melbourne,Weekday,8.583333333333334,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780324,10->19,Male,Student,363999.0,Limited,Inner
Y24H5780324P05T01,Y24H5780324,Y24H5780324P05,1,8,515,8,525,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Primary School,Education,At school,Bayside (C),10,10.0,2.84059,Vehicle Passenger,Education,407,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.84059,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,735.830001159,830.869688043,730.976269438,0.0,747.227214359,937.821698249,861.08007469,711.16002555,1292.177118964,701.45638111,794.631347107,MELB - Inner,Greater Melbourne,Weekday,8.583333333333334,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780324,0->9,Female,Student,363999.0,Limited,Inner
Y24H5780330P03T01,Y24H5780330,Y24H5780330P03,1,8,520,8,527,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Port Phillip (C),7,7.0,2.11471,Vehicle Passenger,Education,399,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.11471,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,352.524809759,389.200875403,343.121276401,0.0,542.152756296,376.865611355,391.0759024,324.153963821,515.753838139,381.205352335,320.435632397,MELB - Inner,Greater Melbourne,Weekday,8.666666666666666,8.783333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780330,10->19,Female,Student,168999.0,Moderate,Inner
Y24H5780330P04T01,Y24H5780330,Y24H5780330P04,1,8,520,8,527,Accommodation,Survey Home,At Home,Go home,Glen Eira (C),Place of education,Secondary School,Education,At school,Port Phillip (C),7,7.0,2.11471,Vehicle Passenger,Education,399,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.11471,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,352.524809759,389.200875403,343.121276401,0.0,542.152756296,376.865611355,391.0759024,324.153963821,515.753838139,381.205352335,320.435632397,MELB - Inner,Greater Melbourne,Weekday,8.666666666666666,8.783333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780330,10->19,Female,Student,168999.0,Moderate,Inner
Y24H5780405P03T01,Y24H5780405,Y24H5780405P03,1,8,521,8,530,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Primary School,Education,At school,Yarra (C),9,9.0,1.79648,Vehicle Passenger,Education,436,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.79648,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,242.43325477,400.891544452,220.078456597,257.515841419,240.929905091,192.500873919,325.006751825,0.0,251.519331281,250.882155827,309.053541437,MELB - Inner,Greater Melbourne,Weekday,8.683333333333334,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5780405,0->9,Female,Student,246999.0,Limited,Inner
Y24H5780416P04T01,Y24H5780416,Y24H5780416P04,1,8,525,9,540,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Secondary School,Education,At school,Merri-bek (C),15,15.0,0.45109,Walking,Education,390,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.45109,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,213.329223495,290.342781648,214.207082971,212.282198227,203.54351866,201.430129273,242.466750256,0.0,277.564649343,211.286398376,235.737763419,MELB - Inner,Greater Melbourne,Weekday,8.75,9.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H5780416,10->19,Male,Student,116999.0,Limited,Inner
Y24H5780417P03T01,Y24H5780417,Y24H5780417P03,1,8,530,9,540,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Secondary School,Education,At school,Merri-bek (C),10,10.0,0.49026,Walking,Education,390,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.49026,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,325.908593985,428.624919155,367.636087381,323.072112458,318.557008604,251.67841542,421.957306131,0.0,387.263963076,365.017896971,353.677089795,MELB - Inner,Greater Melbourne,Weekday,8.833333333333334,9.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5780417,10->19,Female,Student,285999.0,Limited,Inner
Y24H5780417P04T01,Y24H5780417,Y24H5780417P04,1,8,530,9,540,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Secondary School,Education,At school,Merri-bek (C),10,10.0,0.49026,Walking,Education,390,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.49026,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,355.624813753,512.1803839,402.853446796,349.463304252,339.105600211,340.180522687,429.078859316,0.0,375.742781262,353.318538199,393.219078248,MELB - Inner,Greater Melbourne,Weekday,8.833333333333334,9.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5780417,10->19,Male,Student,285999.0,Limited,Inner
Y24H5780436P01T03,Y24H5780436,Y24H5780436P01,3,14,880,16,980,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Tertiary,Education,At Uni/Tech,Wyndham (C),100,90.0,33.161,Train,Education,218,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,73,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.6041,31.46486,1.09204,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,579.080932505,855.602991869,582.202615469,655.934001135,594.982976267,788.815550203,0.0,616.022747004,664.838210964,471.526307132,498.062602476,MELB - Inner,Greater Melbourne,Weekday,14.666666666666666,16.333333333333332,0,0,0,Evening Peak (15-19],Long (20-40],Mandatory,Public,Very Long (40+),Y24H5780436,30->39,Male,Student,3900.0,Limited,Inner
Y24H5780436P02T01,Y24H5780436,Y24H5780436P02,1,8,480,9,540,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of education,Tertiary,Education,At Uni/Tech,Wyndham (C),60,60.0,36.97685,Vehicle Driver,Education,180,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,36.97685,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,865.108448715,1135.823509684,836.626622931,911.550910359,917.744331571,1132.752311815,0.0,1078.181250611,845.72384257,778.374094137,937.623969536,MELB - Inner,Greater Melbourne,Weekday,8.0,9.0,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5780436,20->29,Male,Student,3900.0,Limited,Inner
Y24H5790103P03T01,Y24H5790103,Y24H5790103P03,1,8,490,8,491,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),1,1.0,0.49672,Vehicle Passenger,Education,265,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.49672,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,536.435244304,872.657360482,540.770534246,641.486710597,594.281468672,590.956683719,702.40881285,546.047416868,497.332123455,0.0,563.15916625,MELB - Outer,Greater Melbourne,Weekday,8.166666666666666,8.183333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790103,10->19,Male,Student,220999.0,Adequate,Outer
Y24H5790124P03T01,Y24H5790124,Y24H5790124P03,1,7,473,7,476,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),3,3.0,1.60848,Vehicle Passenger,Education,499,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.60848,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,507.220796005,607.868108206,475.297772543,566.662231192,789.887369521,499.486674099,736.887713514,0.0,502.399962038,526.854047769,516.013008803,MELB - Outer,Greater Melbourne,Weekday,7.883333333333334,7.933333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790124,10->19,Female,Student,46799.0,Limited,Outer
Y24H5790124P04T01,Y24H5790124,Y24H5790124P04,1,7,473,7,476,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),3,3.0,1.60848,Vehicle Passenger,Education,499,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.60848,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,688.12116902,957.74432503,633.151719586,902.992525965,779.004444682,740.04919694,863.767838393,0.0,670.362841441,764.638452906,719.93571567,MELB - Outer,Greater Melbourne,Weekday,7.883333333333334,7.933333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790124,0->9,Male,Student,46799.0,Limited,Outer
Y24H5790125P04T01,Y24H5790125,Y24H5790125P04,1,8,524,8,531,Accommodation,Survey Home,At Home,Go home,Casey (C),Place of education,Primary School,Education,At school,Casey (C),7,7.0,1.51459,Vehicle Passenger,Education,391,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.51459,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,581.640325618,699.041549758,543.667316534,743.426769027,743.711928309,584.193154001,715.260214691,0.0,556.099973662,648.943097254,631.831212906,MELB - Outer,Greater Melbourne,Weekday,8.733333333333333,8.85,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790125,0->9,Female,Student,363999.0,Limited,Outer
Y24H5790208P03T02,Y24H5790208,Y24H5790208P03,2,8,520,8,525,Place of education,Kinder or Preschool,Accompany Someone,Accompanied someone,Monash (C),Place of education,Primary School,Education,At school,Monash (C),5,5.0,0.98667,Vehicle Passenger,Education,425,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.98667,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,548.080508842,533.838396576,610.747149288,583.621824338,787.278913679,574.763395623,544.19227754,558.242332834,714.623804718,0.0,637.686243796,MELB - Middle,Greater Melbourne,Weekday,8.666666666666666,8.75,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790208,0->9,Male,Student,97499.0,Limited,Middle
Y24H5790212P04T01,Y24H5790212,Y24H5790212P04,1,7,420,7,470,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Tertiary,Education,At Uni/Tech,Melbourne (C),50,45.0,19.19978,Train,Education,220,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,25,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.58974,18.28761,0.32243,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,860.475391774,989.463073802,1092.884427041,1023.258214463,1180.89063612,805.250102003,740.302183152,856.71559718,1009.515748396,0.0,1004.394673097,MELB - Middle,Greater Melbourne,Weekday,7.0,7.833333333333333,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Very Long (40+),Y24H5790212,10->19,Female,Student,220999.0,Moderate,Middle
